Date,department,gl_account,Scenario,amount
2024-12-01,HR,Freight In,Budget,43797.96
2024-12-01,HR,Packaging,Budget,110897.41
2024-12-01,HR,Salaries,Budget,63478.66
2024-12-01,HR,Marketing Spend,Budget,97691.83
2024-12-01,HR,Software & SaaS,Budget,19746.29
2024-12-01,HR,Office Rent,Budget,52836.19
2024-12-01,HR,Travel & Entertainment,Budget,51765.86
2024-12-01,HR,Professional Services,Budget,41428.35
2024-12-01,HR,Utilities,Budget,12567.33
2024-12-01,HR,Depreciation,Budget,104006.59
2024-12-01,IT,Product Cost,Budget,42273.4
2024-12-01,IT,Freight In,Budget,118093.43
2024-12-01,IT,Packaging,Budget,35754.62
2024-12-01,IT,Salaries,Budget,36444.3
2024-12-01,IT,Marketing Spend,Budget,40406.18
2024-12-01,IT,Software & SaaS,Budget,95017.07
2024-12-01,IT,Office Rent,Budget,113973.5
2024-12-01,IT,Travel & Entertainment,Budget,100525.25
2024-12-01,IT,Professional Services,Budget,55909.2
2024-12-01,IT,Utilities,Budget,49877.37
2024-12-01,IT,Depreciation,Budget,60462.21
2024-12-01,Customer Service,Product Cost,Budget,106303.18
2024-12-01,Customer Service,Freight In,Budget,99365.96
2024-12-01,Customer Service,Packaging,Budget,48788.18
2024-12-01,Customer Service,Salaries,Budget,27018.07
2024-12-01,Customer Service,Marketing Spend,Budget,28758.57
2024-12-01,Customer Service,Software & SaaS,Budget,99954.55
2024-12-01,Customer Service,Office Rent,Budget,41948.38
2024-12-01,Customer Service,Travel & Entertainment,Budget,75183.38
2024-12-01,Customer Service,Professional Services,Budget,19052.01
2024-12-01,Customer Service,Utilities,Budget,45708.29
2024-12-01,Customer Service,Depreciation,Budget,27357.83
2023-01-01,Sales,Product Sales,Actual,95428.6
2023-01-01,Sales,Service Revenue,Actual,171666.68
2023-01-01,Sales,Shipping Revenue,Actual,50804.95
2023-01-01,Sales,Product Cost,Actual,106802.17
2023-01-01,Sales,Freight In,Actual,12974.03
2023-01-01,Sales,Packaging,Actual,53987.48
2023-01-01,Sales,Salaries,Actual,73143.42
2023-01-01,Sales,Marketing Spend,Actual,116914.36
2023-01-01,Sales,Software & SaaS,Actual,46558.34
2023-01-01,Sales,Office Rent,Actual,116067.92
2023-01-01,Sales,Travel & Entertainment,Actual,85219.63
2023-01-01,Sales,Professional Services,Actual,116482.67
2023-01-01,Sales,Utilities,Actual,120328.66
2023-01-01,Sales,Depreciation,Actual,122991.69
2023-01-01,Marketing,Product Cost,Actual,88020.69
2023-01-01,Marketing,Freight In,Actual,138639.24
2023-01-01,Marketing,Packaging,Actual,117405.44
2023-01-01,Marketing,Salaries,Actual,40797.89
2023-01-01,Marketing,Marketing Spend,Actual,25378.17
2023-01-01,Marketing,Software & SaaS,Actual,75264.63
2023-01-01,Marketing,Office Rent,Actual,98693.22
2023-01-01,Marketing,Travel & Entertainment,Actual,90198.83
2023-01-01,Marketing,Professional Services,Actual,63561.39
2023-01-01,Marketing,Utilities,Actual,37096.43
2023-01-01,Marketing,Depreciation,Actual,66759.32
2023-01-01,Operations,Product Cost,Actual,47989.16
2023-01-01,Operations,Freight In,Actual,68183.75
2023-01-01,Operations,Packaging,Actual,49018.5
2023-01-01,Operations,Salaries,Actual,52940.66
2023-01-01,Operations,Marketing Spend,Actual,84258.77
2023-01-01,Operations,Software & SaaS,Actual,53699.01
2023-01-01,Operations,Office Rent,Actual,36868.37
2023-01-01,Operations,Travel & Entertainment,Actual,73332.16
2023-01-01,Operations,Professional Services,Actual,86509.63
2023-01-01,Operations,Utilities,Actual,68994.71
2023-01-01,Operations,Depreciation,Actual,11951.21
2023-01-01,Finance,Product Cost,Actual,96288.34
2023-01-01,Finance,Freight In,Actual,72720.94
2023-01-01,Finance,Packaging,Actual,37790.43
2023-01-01,Finance,Salaries,Actual,37849.36
2023-01-01,Finance,Marketing Spend,Actual,68250.28
2023-01-01,Finance,Software & SaaS,Actual,48511.47
2023-01-01,Finance,Office Rent,Actual,16777.47
2023-01-01,Finance,Travel & Entertainment,Actual,65618.1
2023-01-01,Finance,Professional Services,Actual,60952.75
2023-01-01,Finance,Utilities,Actual,83559.24
2023-01-01,Finance,Depreciation,Actual,65268.28
2023-01-01,HR,Product Cost,Actual,69988.59
2023-01-01,HR,Freight In,Actual,71246.75
2023-01-01,HR,Packaging,Actual,74914.45
2023-01-01,HR,Salaries,Actual,129410.21
2023-01-01,HR,Marketing Spend,Actual,11883.56
2023-01-01,HR,Software & SaaS,Actual,40760.7
2023-01-01,HR,Office Rent,Actual,89220.67
2023-01-01,HR,Travel & Entertainment,Actual,12131.68
2023-01-01,HR,Professional Services,Actual,39636.16
2023-01-01,HR,Utilities,Actual,103269.44
2023-01-01,HR,Depreciation,Actual,36572.17
2023-01-01,IT,Product Cost,Actual,78744.6
2023-01-01,IT,Freight In,Actual,44919.74
2023-01-01,IT,Packaging,Actual,74406.83
2023-01-01,IT,Salaries,Actual,51235.29
2023-01-01,IT,Marketing Spend,Actual,41104.9
2023-01-01,IT,Software & SaaS,Actual,40604.09
2023-01-01,IT,Office Rent,Actual,107517.77
2023-01-01,IT,Travel & Entertainment,Actual,112326.88
2023-01-01,IT,Professional Services,Actual,46972.12
2023-01-01,IT,Utilities,Actual,40343.64
2023-01-01,IT,Depreciation,Actual,25478.26
2023-01-01,Customer Service,Product Cost,Actual,106138.18
2023-01-01,Customer Service,Freight In,Actual,52878.96
2023-01-01,Customer Service,Packaging,Actual,86883.63
2023-01-01,Customer Service,Salaries,Actual,100365.55
2023-01-01,Customer Service,Marketing Spend,Actual,48088.62
2023-01-01,Customer Service,Software & SaaS,Actual,13330.88
2023-01-01,Customer Service,Office Rent,Actual,30292.81
2023-01-01,Customer Service,Travel & Entertainment,Actual,17360.07
2023-01-01,Customer Service,Professional Services,Actual,26393.43
2023-01-01,Customer Service,Utilities,Actual,44976.16
2023-01-01,Customer Service,Depreciation,Actual,107820.39
2023-02-01,Sales,Product Sales,Actual,138462.33
2023-02-01,Sales,Service Revenue,Actual,90702.47
2023-02-01,Sales,Shipping Revenue,Actual,36560.41
2023-02-01,Sales,Product Cost,Actual,101004.16
2023-02-01,Sales,Freight In,Actual,34967.6
2023-02-01,Sales,Packaging,Actual,53884.52
2023-02-01,Sales,Salaries,Actual,56811.28
2023-02-01,Sales,Marketing Spend,Actual,66100.99
2023-02-01,Sales,Software & SaaS,Actual,84314.65
2023-02-01,Sales,Office Rent,Actual,94466.89
2023-02-01,Sales,Travel & Entertainment,Actual,101581.5
2023-02-01,Sales,Professional Services,Actual,24571.79
2023-02-01,Sales,Utilities,Actual,76148.27
2023-02-01,Sales,Depreciation,Actual,56424.97
2023-02-01,Marketing,Product Cost,Actual,53312.59
2023-02-01,Marketing,Freight In,Actual,13959.07
2023-02-01,Marketing,Packaging,Actual,114910.26
2023-02-01,Marketing,Salaries,Actual,72428.46
2023-02-01,Marketing,Marketing Spend,Actual,24336.87
2023-02-01,Marketing,Software & SaaS,Actual,104950.28
2023-02-01,Marketing,Office Rent,Actual,18355.48
2023-02-01,Marketing,Travel & Entertainment,Actual,19525.03
2023-02-01,Marketing,Professional Services,Actual,58586.4
2023-02-01,Marketing,Utilities,Actual,83691.09
2023-02-01,Marketing,Depreciation,Actual,47114.96
2023-02-01,Operations,Product Cost,Actual,107404.22
2023-02-01,Operations,Freight In,Actual,100312.42
2023-02-01,Operations,Packaging,Actual,56629.36
2023-02-01,Operations,Salaries,Actual,13322.91
2023-02-01,Operations,Marketing Spend,Actual,81327.6
2023-02-01,Operations,Software & SaaS,Actual,52955.98
2023-02-01,Operations,Office Rent,Actual,17343.2
2023-02-01,Operations,Travel & Entertainment,Actual,59315.0
2023-02-01,Operations,Professional Services,Actual,18792.77
2023-02-01,Operations,Utilities,Actual,46651.15
2023-02-01,Operations,Depreciation,Actual,14006.03
2023-02-01,Finance,Product Cost,Actual,33916.31
2023-02-01,Finance,Freight In,Actual,80891.45
2023-02-01,Finance,Packaging,Actual,93142.06
2023-02-01,Finance,Salaries,Actual,25423.55
2023-02-01,Finance,Marketing Spend,Actual,44757.22
2023-02-01,Finance,Software & SaaS,Actual,43575.26
2023-02-01,Finance,Office Rent,Actual,106412.3
2023-02-01,Finance,Travel & Entertainment,Actual,45672.6
2023-02-01,Finance,Professional Services,Actual,126039.04
2023-02-01,Finance,Utilities,Actual,79444.71
2023-02-01,Finance,Depreciation,Actual,71635.77
2023-02-01,HR,Product Cost,Actual,36661.55
2023-02-01,HR,Freight In,Actual,82912.7
2023-02-01,HR,Packaging,Actual,40570.55
2023-02-01,HR,Salaries,Actual,65786.98
2023-02-01,HR,Marketing Spend,Actual,45421.64
2023-02-01,HR,Software & SaaS,Actual,64782.5
2023-02-01,HR,Office Rent,Actual,49524.16
2023-02-01,HR,Travel & Entertainment,Actual,124077.21
2023-02-01,HR,Professional Services,Actual,143180.77
2023-02-01,HR,Utilities,Actual,77406.05
2023-02-01,HR,Depreciation,Actual,136216.43
2023-02-01,IT,Product Cost,Actual,60515.46
2023-02-01,IT,Freight In,Actual,147907.7
2023-02-01,IT,Packaging,Actual,14825.86
2023-02-01,IT,Salaries,Actual,40829.66
2023-02-01,IT,Marketing Spend,Actual,84390.24
2023-02-01,IT,Software & SaaS,Actual,61161.64
2023-02-01,IT,Office Rent,Actual,18093.72
2023-02-01,IT,Travel & Entertainment,Actual,32295.64
2023-02-01,IT,Professional Services,Actual,98032.37
2023-02-01,IT,Utilities,Actual,82084.92
2023-02-01,IT,Depreciation,Actual,76232.7
2023-02-01,Customer Service,Product Cost,Actual,41982.12
2023-02-01,Customer Service,Freight In,Actual,87848.27
2023-02-01,Customer Service,Packaging,Actual,43803.61
2023-02-01,Customer Service,Salaries,Actual,49587.67
2023-02-01,Customer Service,Marketing Spend,Actual,9423.8
2023-02-01,Customer Service,Software & SaaS,Actual,63629.29
2023-02-01,Customer Service,Office Rent,Actual,21966.97
2023-02-01,Customer Service,Travel & Entertainment,Actual,116174.53
2023-02-01,Customer Service,Professional Services,Actual,109028.4
2023-02-01,Customer Service,Utilities,Actual,28767.12
2023-02-01,Customer Service,Depreciation,Actual,27274.54
2023-03-01,Sales,Product Sales,Actual,92337.08
2023-03-01,Sales,Service Revenue,Actual,30542.09
2023-03-01,Sales,Shipping Revenue,Actual,45180.38
2023-03-01,Sales,Product Cost,Actual,20115.49
2023-03-01,Sales,Freight In,Actual,98565.52
2023-03-01,Sales,Packaging,Actual,17838.87
2023-03-01,Sales,Salaries,Actual,126847.73
2023-03-01,Sales,Marketing Spend,Actual,28885.18
2023-03-01,Sales,Software & SaaS,Actual,51446.88
2023-03-01,Sales,Office Rent,Actual,78200.39
2023-03-01,Sales,Travel & Entertainment,Actual,44633.11
2023-03-01,Sales,Professional Services,Actual,105203.8
2023-03-01,Sales,Utilities,Actual,76509.99
2023-03-01,Sales,Depreciation,Actual,35022.17
2023-03-01,Marketing,Product Cost,Actual,68835.64
2023-03-01,Marketing,Freight In,Actual,91066.6
2023-03-01,Marketing,Packaging,Actual,77277.83
2023-03-01,Marketing,Salaries,Actual,85120.78
2023-03-01,Marketing,Marketing Spend,Actual,96576.91
2023-03-01,Marketing,Software & SaaS,Actual,47710.22
2023-03-01,Marketing,Office Rent,Actual,25557.79
2023-03-01,Marketing,Travel & Entertainment,Actual,70225.96
2023-03-01,Marketing,Professional Services,Actual,92476.93
2023-03-01,Marketing,Utilities,Actual,57482.31
2023-03-01,Marketing,Depreciation,Actual,133127.39
2023-03-01,Operations,Product Cost,Actual,88769.99
2023-03-01,Operations,Freight In,Actual,19883.15
2023-03-01,Operations,Packaging,Actual,102014.66
2023-03-01,Operations,Salaries,Actual,60665.99
2023-03-01,Operations,Marketing Spend,Actual,70561.74
2023-03-01,Operations,Software & SaaS,Actual,85268.39
2023-03-01,Operations,Office Rent,Actual,38655.18
2023-03-01,Operations,Travel & Entertainment,Actual,16392.82
2023-03-01,Operations,Professional Services,Actual,82617.68
2023-03-01,Operations,Utilities,Actual,111987.27
2023-03-01,Operations,Depreciation,Actual,94485.2
2023-03-01,Finance,Product Cost,Actual,63533.46
2023-03-01,Finance,Freight In,Actual,80258.27
2023-03-01,Finance,Packaging,Actual,115100.89
2023-03-01,Finance,Salaries,Actual,61514.64
2023-03-01,Finance,Marketing Spend,Actual,109438.45
2023-03-01,Finance,Software & SaaS,Actual,116545.92
2023-03-01,Finance,Office Rent,Actual,56972.06
2023-03-01,Finance,Travel & Entertainment,Actual,37445.93
2023-03-01,Finance,Professional Services,Actual,38042.76
2023-03-01,Finance,Utilities,Actual,46550.7
2023-03-01,Finance,Depreciation,Actual,110622.0
2023-03-01,HR,Product Cost,Actual,57316.62
2023-03-01,HR,Freight In,Actual,88327.64
2023-03-01,HR,Packaging,Actual,108891.84
2023-03-01,HR,Salaries,Actual,47981.31
2023-03-01,HR,Marketing Spend,Actual,107446.22
2023-03-01,HR,Software & SaaS,Actual,97024.39
2023-03-01,HR,Office Rent,Actual,67951.29
2023-03-01,HR,Travel & Entertainment,Actual,49256.98
2023-03-01,HR,Professional Services,Actual,61125.98
2023-03-01,HR,Utilities,Actual,62156.16
2023-03-01,HR,Depreciation,Actual,102568.54
2023-03-01,IT,Product Cost,Actual,91027.91
2023-03-01,IT,Freight In,Actual,33895.44
2023-03-01,IT,Packaging,Actual,117299.9
2023-03-01,IT,Salaries,Actual,90577.85
2023-03-01,IT,Marketing Spend,Actual,81398.87
2023-03-01,IT,Software & SaaS,Actual,9830.29
2023-03-01,IT,Office Rent,Actual,39240.23
2023-03-01,IT,Travel & Entertainment,Actual,62199.04
2023-03-01,IT,Professional Services,Actual,65985.08
2023-03-01,IT,Utilities,Actual,84584.21
2023-03-01,IT,Depreciation,Actual,131942.54
2023-03-01,Customer Service,Product Cost,Actual,87290.74
2023-03-01,Customer Service,Freight In,Actual,50577.2
2023-03-01,Customer Service,Packaging,Actual,83134.62
2023-03-01,Customer Service,Salaries,Actual,84127.29
2023-03-01,Customer Service,Marketing Spend,Actual,25968.97
2023-03-01,Customer Service,Software & SaaS,Actual,41368.43
2023-03-01,Customer Service,Office Rent,Actual,129097.94
2023-03-01,Customer Service,Travel & Entertainment,Actual,52728.09
2023-03-01,Customer Service,Professional Services,Actual,73463.36
2023-03-01,Customer Service,Utilities,Actual,49678.98
2023-03-01,Customer Service,Depreciation,Actual,137091.25
2023-04-01,Sales,Product Sales,Actual,81645.93
2023-04-01,Sales,Service Revenue,Actual,55074.89
2023-04-01,Sales,Shipping Revenue,Actual,18086.68
2023-04-01,Sales,Product Cost,Actual,42937.9
2023-04-01,Sales,Freight In,Actual,73057.45
2023-04-01,Sales,Packaging,Actual,78692.54
2023-04-01,Sales,Salaries,Actual,82600.21
2023-04-01,Sales,Marketing Spend,Actual,39642.3
2023-04-01,Sales,Software & SaaS,Actual,82195.05
2023-04-01,Sales,Office Rent,Actual,52765.05
2023-04-01,Sales,Travel & Entertainment,Actual,55151.4
2023-04-01,Sales,Professional Services,Actual,129526.77
2023-04-01,Sales,Utilities,Actual,114340.46
2023-04-01,Sales,Depreciation,Actual,88290.02
2023-04-01,Marketing,Product Cost,Actual,32535.29
2023-04-01,Marketing,Freight In,Actual,127926.96
2023-04-01,Marketing,Packaging,Actual,103209.99
2023-04-01,Marketing,Salaries,Actual,57222.11
2023-04-01,Marketing,Marketing Spend,Actual,82548.51
2023-04-01,Marketing,Software & SaaS,Actual,39510.8
2023-04-01,Marketing,Office Rent,Actual,134732.3
2023-04-01,Marketing,Travel & Entertainment,Actual,20609.2
2023-04-01,Marketing,Professional Services,Actual,76941.8
2023-04-01,Marketing,Utilities,Actual,32523.42
2023-04-01,Marketing,Depreciation,Actual,48138.57
2023-04-01,Operations,Product Cost,Actual,58435.18
2023-04-01,Operations,Freight In,Actual,29694.2
2023-04-01,Operations,Packaging,Actual,78296.88
2023-04-01,Operations,Salaries,Actual,36271.02
2023-04-01,Operations,Marketing Spend,Actual,123758.5
2023-04-01,Operations,Software & SaaS,Actual,96002.2
2023-04-01,Operations,Office Rent,Actual,116385.57
2023-04-01,Operations,Travel & Entertainment,Actual,58226.28
2023-04-01,Operations,Professional Services,Actual,137860.91
2023-04-01,Operations,Utilities,Actual,123582.92
2023-04-01,Operations,Depreciation,Actual,65760.14
2023-04-01,Finance,Product Cost,Actual,19007.39
2023-04-01,Finance,Freight In,Actual,101590.58
2023-04-01,Finance,Packaging,Actual,63717.28
2023-04-01,Finance,Salaries,Actual,45171.65
2023-04-01,Finance,Marketing Spend,Actual,14551.28
2023-04-01,Finance,Software & SaaS,Actual,16483.51
2023-04-01,Finance,Office Rent,Actual,34128.63
2023-04-01,Finance,Travel & Entertainment,Actual,32416.39
2023-04-01,Finance,Professional Services,Actual,66175.95
2023-04-01,Finance,Utilities,Actual,65904.29
2023-04-01,Finance,Depreciation,Actual,11306.4
2023-04-01,HR,Product Cost,Actual,37861.9
2023-04-01,HR,Freight In,Actual,51903.44
2023-04-01,HR,Packaging,Actual,100776.69
2023-04-01,HR,Salaries,Actual,77045.67
2023-04-01,HR,Marketing Spend,Actual,63165.76
2023-04-01,HR,Software & SaaS,Actual,117142.85
2023-04-01,HR,Office Rent,Actual,91450.08
2023-04-01,HR,Travel & Entertainment,Actual,58724.99
2023-04-01,HR,Professional Services,Actual,85132.03
2023-04-01,HR,Utilities,Actual,88460.78
2023-04-01,HR,Depreciation,Actual,9833.01
2023-04-01,IT,Product Cost,Actual,55869.32
2023-04-01,IT,Freight In,Actual,48018.96
2023-04-01,IT,Packaging,Actual,50785.53
2023-04-01,IT,Salaries,Actual,45768.41
2023-04-01,IT,Marketing Spend,Actual,51201.71
2023-04-01,IT,Software & SaaS,Actual,13410.11
2023-04-01,IT,Office Rent,Actual,81826.03
2023-04-01,IT,Travel & Entertainment,Actual,107586.13
2023-04-01,IT,Professional Services,Actual,75566.2
2023-04-01,IT,Utilities,Actual,38802.95
2023-04-01,IT,Depreciation,Actual,84344.98
2023-04-01,Customer Service,Product Cost,Actual,89172.33
2023-04-01,Customer Service,Freight In,Actual,69655.11
2023-04-01,Customer Service,Packaging,Actual,42184.88
2023-04-01,Customer Service,Salaries,Actual,45853.36
2023-04-01,Customer Service,Marketing Spend,Actual,77839.3
2023-04-01,Customer Service,Software & SaaS,Actual,111373.12
2023-04-01,Customer Service,Office Rent,Actual,95757.65
2023-04-01,Customer Service,Travel & Entertainment,Actual,81044.86
2023-04-01,Customer Service,Professional Services,Actual,43588.11
2023-04-01,Customer Service,Utilities,Actual,46179.11
2023-04-01,Customer Service,Depreciation,Actual,38231.71
2023-05-01,Sales,Product Sales,Actual,68249.71
2023-05-01,Sales,Service Revenue,Actual,28394.55
2023-05-01,Sales,Shipping Revenue,Actual,121365.63
2023-05-01,Sales,Product Cost,Actual,126103.82
2023-05-01,Sales,Freight In,Actual,90757.7
2023-05-01,Sales,Packaging,Actual,112174.99
2023-05-01,Sales,Salaries,Actual,69915.34
2023-05-01,Sales,Marketing Spend,Actual,82665.61
2023-05-01,Sales,Software & SaaS,Actual,29094.94
2023-05-01,Sales,Office Rent,Actual,25901.03
2023-05-01,Sales,Travel & Entertainment,Actual,83072.54
2023-05-01,Sales,Professional Services,Actual,90837.3
2023-05-01,Sales,Utilities,Actual,127836.39
2023-05-01,Sales,Depreciation,Actual,41338.31
2023-05-01,Marketing,Product Cost,Actual,30295.98
2023-05-01,Marketing,Freight In,Actual,31202.27
2023-05-01,Marketing,Packaging,Actual,66699.3
2023-05-01,Marketing,Salaries,Actual,49268.35
2023-05-01,Marketing,Marketing Spend,Actual,69883.27
2023-05-01,Marketing,Software & SaaS,Actual,68038.69
2023-05-01,Marketing,Office Rent,Actual,51596.49
2023-05-01,Marketing,Travel & Entertainment,Actual,63728.0
2023-05-01,Marketing,Professional Services,Actual,53635.81
2023-05-01,Marketing,Utilities,Actual,37180.21
2023-05-01,Marketing,Depreciation,Actual,82340.96
2023-05-01,Operations,Product Cost,Actual,104559.66
2023-05-01,Operations,Freight In,Actual,104667.73
2023-05-01,Operations,Packaging,Actual,89837.46
2023-05-01,Operations,Salaries,Actual,93819.67
2023-05-01,Operations,Marketing Spend,Actual,100685.42
2023-05-01,Operations,Software & SaaS,Actual,57491.54
2023-05-01,Operations,Office Rent,Actual,102352.47
2023-05-01,Operations,Travel & Entertainment,Actual,88911.38
2023-05-01,Operations,Professional Services,Actual,60840.87
2023-05-01,Operations,Utilities,Actual,74944.64
2023-05-01,Operations,Depreciation,Actual,40794.63
2023-05-01,Finance,Product Cost,Actual,33174.65
2023-05-01,Finance,Freight In,Actual,35011.18
2023-05-01,Finance,Packaging,Actual,42789.92
2023-05-01,Finance,Salaries,Actual,111178.71
2023-05-01,Finance,Marketing Spend,Actual,124229.06
2023-05-01,Finance,Software & SaaS,Actual,24442.99
2023-05-01,Finance,Office Rent,Actual,33021.05
2023-05-01,Finance,Travel & Entertainment,Actual,66070.48
2023-05-01,Finance,Professional Services,Actual,50820.41
2023-05-01,Finance,Utilities,Actual,41595.52
2023-05-01,Finance,Depreciation,Actual,49697.56
2023-05-01,HR,Product Cost,Actual,24981.19
2023-05-01,HR,Freight In,Actual,59080.88
2023-05-01,HR,Packaging,Actual,11806.88
2023-05-01,HR,Salaries,Actual,43248.95
2023-05-01,HR,Marketing Spend,Actual,41389.23
2023-05-01,HR,Software & SaaS,Actual,57734.02
2023-05-01,HR,Office Rent,Actual,18032.76
2023-05-01,HR,Travel & Entertainment,Actual,27061.8
2023-05-01,HR,Professional Services,Actual,32057.71
2023-05-01,HR,Utilities,Actual,106971.52
2023-05-01,HR,Depreciation,Actual,63329.57
2023-05-01,IT,Product Cost,Actual,38527.51
2023-05-01,IT,Freight In,Actual,93215.94
2023-05-01,IT,Packaging,Actual,14104.79
2023-05-01,IT,Salaries,Actual,34320.46
2023-05-01,IT,Marketing Spend,Actual,8323.26
2023-05-01,IT,Software & SaaS,Actual,136886.63
2023-05-01,IT,Office Rent,Actual,64880.61
2023-05-01,IT,Travel & Entertainment,Actual,82421.82
2023-05-01,IT,Professional Services,Actual,42854.9
2023-05-01,IT,Utilities,Actual,17455.14
2023-05-01,IT,Depreciation,Actual,71235.5
2023-05-01,Customer Service,Product Cost,Actual,116028.82
2023-05-01,Customer Service,Freight In,Actual,84547.24
2023-05-01,Customer Service,Packaging,Actual,53258.26
2023-05-01,Customer Service,Salaries,Actual,40159.78
2023-05-01,Customer Service,Marketing Spend,Actual,10647.05
2023-05-01,Customer Service,Software & SaaS,Actual,77273.11
2023-05-01,Customer Service,Office Rent,Actual,133866.26
2023-05-01,Customer Service,Travel & Entertainment,Actual,40677.74
2023-05-01,Customer Service,Professional Services,Actual,58037.77
2023-05-01,Customer Service,Utilities,Actual,52768.93
2023-05-01,Customer Service,Depreciation,Actual,80259.88
2023-06-01,Sales,Product Sales,Actual,125861.3
2023-06-01,Sales,Service Revenue,Actual,19888.02
2023-06-01,Sales,Shipping Revenue,Actual,20308.14
2023-06-01,Sales,Product Cost,Actual,32221.56
2023-06-01,Sales,Freight In,Actual,24901.45
2023-06-01,Sales,Packaging,Actual,69372.42
2023-06-01,Sales,Salaries,Actual,87621.76
2023-06-01,Sales,Marketing Spend,Actual,56174.18
2023-06-01,Sales,Software & SaaS,Actual,73070.1
2023-06-01,Sales,Office Rent,Actual,25089.66
2023-06-01,Sales,Travel & Entertainment,Actual,16361.18
2023-06-01,Sales,Professional Services,Actual,47580.92
2023-06-01,Sales,Utilities,Actual,29497.1
2023-06-01,Sales,Depreciation,Actual,57661.09
2023-06-01,Marketing,Product Cost,Actual,26101.2
2023-06-01,Marketing,Freight In,Actual,19240.43
2023-06-01,Marketing,Packaging,Actual,50592.15
2023-06-01,Marketing,Salaries,Actual,48499.94
2023-06-01,Marketing,Marketing Spend,Actual,56868.02
2023-06-01,Marketing,Software & SaaS,Actual,26625.47
2023-06-01,Marketing,Office Rent,Actual,20834.16
2023-06-01,Marketing,Travel & Entertainment,Actual,39656.78
2023-06-01,Marketing,Professional Services,Actual,51233.74
2023-06-01,Marketing,Utilities,Actual,56495.75
2023-06-01,Marketing,Depreciation,Actual,13020.36
2023-06-01,Operations,Product Cost,Actual,55913.31
2023-06-01,Operations,Freight In,Actual,113734.62
2023-06-01,Operations,Packaging,Actual,59151.0
2023-06-01,Operations,Salaries,Actual,45581.55
2023-06-01,Operations,Marketing Spend,Actual,50769.53
2023-06-01,Operations,Software & SaaS,Actual,15673.03
2023-06-01,Operations,Office Rent,Actual,72973.47
2023-06-01,Operations,Travel & Entertainment,Actual,62110.55
2023-06-01,Operations,Professional Services,Actual,88358.49
2023-06-01,Operations,Utilities,Actual,112721.71
2023-06-01,Operations,Depreciation,Actual,103232.92
2023-06-01,Finance,Product Cost,Actual,39255.57
2023-06-01,Finance,Freight In,Actual,38402.35
2023-06-01,Finance,Packaging,Actual,52711.41
2023-06-01,Finance,Salaries,Actual,101219.66
2023-06-01,Finance,Marketing Spend,Actual,138873.33
2023-06-01,Finance,Software & SaaS,Actual,56768.6
2023-06-01,Finance,Office Rent,Actual,16151.99
2023-06-01,Finance,Travel & Entertainment,Actual,36906.56
2023-06-01,Finance,Professional Services,Actual,22733.98
2023-06-01,Finance,Utilities,Actual,12474.07
2023-06-01,Finance,Depreciation,Actual,49231.06
2023-06-01,HR,Product Cost,Actual,106623.35
2023-06-01,HR,Freight In,Actual,87618.45
2023-06-01,HR,Packaging,Actual,96618.28
2023-06-01,HR,Salaries,Actual,20955.4
2023-06-01,HR,Marketing Spend,Actual,20182.81
2023-06-01,HR,Software & SaaS,Actual,103658.32
2023-06-01,HR,Office Rent,Actual,44700.78
2023-06-01,HR,Travel & Entertainment,Actual,80799.97
2023-06-01,HR,Professional Services,Actual,67972.03
2023-06-01,HR,Utilities,Actual,51152.68
2023-06-01,HR,Depreciation,Actual,46247.69
2023-06-01,IT,Product Cost,Actual,29336.49
2023-06-01,IT,Freight In,Actual,50046.2
2023-06-01,IT,Packaging,Actual,47290.47
2023-06-01,IT,Salaries,Actual,72934.87
2023-06-01,IT,Marketing Spend,Actual,12060.97
2023-06-01,IT,Software & SaaS,Actual,93034.96
2023-06-01,IT,Office Rent,Actual,87099.06
2023-06-01,IT,Travel & Entertainment,Actual,59713.54
2023-06-01,IT,Professional Services,Actual,69608.18
2023-06-01,IT,Utilities,Actual,77659.15
2023-06-01,IT,Depreciation,Actual,107176.86
2023-06-01,Customer Service,Product Cost,Actual,19588.51
2023-06-01,Customer Service,Freight In,Actual,52976.27
2023-06-01,Customer Service,Packaging,Actual,82254.47
2023-06-01,Customer Service,Salaries,Actual,98553.62
2023-06-01,Customer Service,Marketing Spend,Actual,127352.81
2023-06-01,Customer Service,Software & SaaS,Actual,83336.24
2023-06-01,Customer Service,Office Rent,Actual,61905.97
2023-06-01,Customer Service,Travel & Entertainment,Actual,106825.76
2023-06-01,Customer Service,Professional Services,Actual,44031.46
2023-06-01,Customer Service,Utilities,Actual,51645.16
2023-06-01,Customer Service,Depreciation,Actual,15059.77
2023-07-01,Sales,Product Sales,Actual,75071.34
2023-07-01,Sales,Service Revenue,Actual,137865.34
2023-07-01,Sales,Shipping Revenue,Actual,42774.2
2023-07-01,Sales,Product Cost,Actual,14542.01
2023-07-01,Sales,Freight In,Actual,46423.47
2023-07-01,Sales,Packaging,Actual,84434.95
2023-07-01,Sales,Salaries,Actual,59168.52
2023-07-01,Sales,Marketing Spend,Actual,34598.22
2023-07-01,Sales,Software & SaaS,Actual,19276.22
2023-07-01,Sales,Office Rent,Actual,115762.53
2023-07-01,Sales,Travel & Entertainment,Actual,65650.78
2023-07-01,Sales,Professional Services,Actual,89005.61
2023-07-01,Sales,Utilities,Actual,73334.27
2023-07-01,Sales,Depreciation,Actual,54504.34
2023-07-01,Marketing,Product Cost,Actual,96488.82
