shipment_id,order_id,carrier,ship_date,total_weight_lbs,billed_shipping_cost,is_bundled_shipment,tracking_number,zone,delivery_days
SHIP-001732,ORD-001789,Amazon Logistics,2024-02-12,304.34,80.59,0,KN7D1H435UK6,5,5
SHIP-001733,ORD-001790,FedEx,2024-02-12,168.54,84.34,0,GSFWMSQ5F866,7,4
SHIP-001734,ORD-001791,UPS,2024-02-12,37.25,22.7,1,K43MU2KPXNK5,4,9
SHIP-001735,ORD-001792,USPS,2024-02-12,103.67,36.3,0,GYC99ZUFDD5S,5,7
SHIP-001736,ORD-001794,USPS,2024-02-13,189.38,62.01,0,98P6N6NIW5A7,5,4
SHIP-001737,ORD-001795,UPS,2024-02-14,250.89,108.16,0,U5COKQ6N9LOK,2,5
SHIP-001738,ORD-001796,DHL,2024-02-15,83.45,55.0,0,969M8FSZ4NF1,8,5
SHIP-001739,ORD-001797,Amazon Logistics,2024-02-16,172.81,47.7,0,XE3P3OOLQLOI,6,6
SHIP-001740,ORD-001798,FedEx,2024-02-17,200.18,98.58,0,EECUOUVW8KVO,3,4
SHIP-001741,ORD-001799,Amazon Logistics,2024-02-17,82.8,25.2,0,HVG6DOZHR1PW,2,8
SHIP-001742,ORD-001800,Amazon Logistics,2024-02-19,68.6,21.65,0,II0CBQTPNYNK,6,1
SHIP-001743,ORD-001801,DHL,2024-02-20,133.54,82.55,0,742DY3X7V5WW,7,2
SHIP-001744,ORD-001802,USPS,2024-02-21,65.71,24.91,0,LK2RAS846L2A,7,4
SHIP-001745,ORD-001803,UPS,2024-02-21,246.43,106.37,0,5E2OFDWWDIN8,7,7
SHIP-001746,ORD-001804,UPS,2024-02-21,81.08,40.23,0,9C61BRFY17XO,8,7
SHIP-001747,ORD-001805,Amazon Logistics,2024-02-21,293.2,77.8,1,JZOY08WPBFO8,3,4
SHIP-001748,ORD-001806,Amazon Logistics,2024-02-21,269.9,71.98,0,6Z3MQJJ9QJZG,2,5
SHIP-001749,ORD-001807,USPS,2024-02-21,92.86,33.06,0,WAV77R38IS1R,1,4
SHIP-001750,ORD-001808,UPS,2024-02-23,230.12,99.85,0,0M18AGI9YTLV,4,9
SHIP-001751,ORD-001809,Amazon Logistics,2024-02-24,79.29,24.32,0,CUYLW8N0DBG7,8,6
SHIP-001752,ORD-001810,DHL,2024-02-24,51.22,37.27,0,HY17BKJ7COXY,4,1
SHIP-001753,ORD-001811,USPS,2024-02-24,237.3,76.39,0,LSG7D327KSAU,1,6
SHIP-001754,ORD-001812,USPS,2024-02-24,410.19,128.26,0,RJ5UZRT924G1,4,9
SHIP-001755,ORD-001813,DHL,2024-02-24,220.5,130.38,0,3TVFUIY13YM7,1,6
SHIP-001756,ORD-001814,Amazon Logistics,2024-02-24,215.44,58.36,0,P3X8VVECJMYX,3,5
SHIP-001757,ORD-001815,Amazon Logistics,2024-02-25,186.76,51.19,0,XPPBDSDHPVID,8,4
SHIP-001758,ORD-001816,FedEx,2024-02-26,124.2,64.39,0,79UMTIUWQ0WC,2,6
SHIP-001759,ORD-001817,DHL,2024-02-26,140.96,86.63,0,4IH9PVHLG4JG,6,8
SHIP-001760,ORD-001818,Amazon Logistics,2024-02-26,24.02,10.5,1,2A9RW3HTASTQ,3,9
SHIP-001761,ORD-001819,FedEx,2024-02-27,51.45,31.65,0,FJO2L16YBOVC,1,1
SHIP-001762,ORD-001820,Amazon Logistics,2024-02-28,13.32,7.83,0,YNTPLI69VINX,8,2
SHIP-001763,ORD-001821,Amazon Logistics,2024-02-28,220.56,59.64,0,Y7NX4HOO8AZC,4,3
SHIP-001764,ORD-001822,UPS,2024-02-28,188.64,83.26,0,GA6RPKI9TO9H,1,4
SHIP-001765,ORD-001823,DHL,2024-02-28,177.88,106.93,0,JEOSV00JK7L9,2,2
SHIP-001766,ORD-001824,FedEx,2024-02-28,208.88,102.5,0,SUIF352WRMQG,5,7
SHIP-001767,ORD-001825,FedEx,2024-02-28,73.5,41.58,0,7R7OEH90HA68,8,5
SHIP-001768,ORD-001826,UPS,2024-02-29,153.59,69.24,0,4JSMS4NQK612,5,3
SHIP-001769,ORD-001827,Amazon Logistics,2024-02-29,57.9,18.98,0,NS8WGBJ4B1YQ,5,9
SHIP-001770,ORD-001828,DHL,2024-02-29,114.99,72.34,0,I5S336BZNZHU,6,7
SHIP-001771,ORD-001829,USPS,2024-03-01,136.96,46.29,0,1PAB1JRVI91M,5,4
SHIP-001772,ORD-001830,DHL,2024-03-01,171.98,103.69,0,H1XA0H6IP6C9,7,8
SHIP-001773,ORD-001831,USPS,2024-03-01,45.28,18.78,0,J37PX9CW2LME,3,6
SHIP-001774,ORD-001832,UPS,2024-03-01,161.28,72.31,0,7UKAQLGXUDZM,8,7
SHIP-001775,ORD-001833,USPS,2024-03-01,179.96,59.19,0,OVJNTKCLRJX6,8,5
SHIP-001776,ORD-001834,FedEx,2024-03-01,128.9,66.5,0,1ZBOGE64P7B7,6,8
SHIP-001777,ORD-001835,Amazon Logistics,2024-03-01,236.48,63.62,0,O4MTPQH4B75E,3,5
SHIP-001778,ORD-001836,FedEx,2024-03-02,318.36,151.76,0,PMJW84KJZTMV,7,9
SHIP-001779,ORD-001837,USPS,2024-03-02,171.72,56.72,0,F07273VCFHDN,7,1
SHIP-001780,ORD-001838,UPS,2024-03-02,490.0,203.8,0,HYSJZI72GJZ1,6,9
SHIP-001781,ORD-001839,FedEx,2024-03-02,247.48,119.87,0,ZDEU7W097SCJ,8,8
SHIP-001782,ORD-001840,Amazon Logistics,2024-03-02,223.67,60.42,0,EHYWHB2F0Q15,2,2
SHIP-001783,ORD-001841,Amazon Logistics,2024-03-02,221.1,59.77,0,UUUYK1ZJ4PZB,4,6
SHIP-001784,ORD-001842,FedEx,2024-03-02,388.78,183.45,0,6TUKXNK47SL7,5,3
SHIP-001785,ORD-001843,DHL,2024-03-03,64.02,44.31,0,K1W7GR7YPL1O,2,5
SHIP-001786,ORD-001844,UPS,2024-03-03,46.36,26.34,0,9HVELD520HH2,7,5
SHIP-001787,ORD-001845,Amazon Logistics,2024-03-03,20.79,9.7,0,SVKKUC8AK2IV,2,10
SHIP-001788,ORD-001846,Amazon Logistics,2024-03-03,194.92,53.23,0,DRYP7ZZ3F8CG,6,3
SHIP-001789,ORD-001847,FedEx,2024-03-03,284.65,136.59,0,SAEBFK9N6CXE,3,6
SHIP-001790,ORD-001848,Amazon Logistics,2024-03-03,117.98,34.0,0,JHOFVF9BPMNO,7,8
SHIP-001791,ORD-001849,UPS,2024-03-04,81.96,40.58,1,G8PCB69785R8,4,9
SHIP-001792,ORD-001850,Amazon Logistics,2024-03-04,220.5,59.62,0,8EMZUYQ9R14Y,6,7
SHIP-001793,ORD-001851,DHL,2024-03-04,163.52,99.04,0,YZR3CU26SDT2,7,3
SHIP-001794,ORD-001852,DHL,2024-03-04,154.87,94.28,0,HSCXCNC4951A,1,1
SHIP-001795,ORD-001853,USPS,2024-03-04,25.17,12.75,0,R221BX6S2BB6,1,9
SHIP-001796,ORD-001854,FedEx,2024-03-04,173.44,86.55,0,957K4VB2QKH2,4,8
SHIP-001797,ORD-001855,DHL,2024-03-04,8.69,13.88,0,P6D5JADFY056,3,10
SHIP-001798,ORD-001856,UPS,2024-03-05,243.7,105.28,1,NFIE99IFDZ3P,1,3
SHIP-001799,ORD-001857,FedEx,2024-03-05,185.47,91.96,0,S99DTHVYTGVG,6,9
SHIP-001800,ORD-001858,DHL,2024-03-05,409.64,234.4,0,PR5KSSZ6KY6V,8,9
SHIP-001801,ORD-001859,DHL,2024-03-05,26.61,23.74,1,HU2F1TF1WZ4L,2,4
SHIP-001802,ORD-001860,UPS,2024-03-05,68.04,35.02,0,RNL3A7YRMG97,7,10
SHIP-001803,ORD-001861,FedEx,2024-03-05,121.03,62.96,1,R2FXV8JDY5QT,7,8
SHIP-001804,ORD-001862,Amazon Logistics,2024-03-05,116.25,33.56,0,0Y6A481KRKRN,8,4
SHIP-001805,ORD-001863,DHL,2024-03-05,100.24,64.23,0,FO6UMQJJ80E7,7,10
SHIP-001806,ORD-001864,DHL,2024-03-05,74.82,50.25,0,CXWIV7BU19ZS,4,5
SHIP-001807,ORD-001865,DHL,2024-03-07,6.06,12.43,0,BV6SUI9ZQ7XB,4,8
SHIP-001808,ORD-001866,UPS,2024-03-07,198.14,87.06,0,U3UE46NEOAZU,4,2
SHIP-001809,ORD-001867,Amazon Logistics,2024-03-07,5.4,5.85,0,AY1V9L29LDVV,7,1
SHIP-001810,ORD-001868,DHL,2024-03-08,237.92,139.96,0,LW9QANANC1D3,6,4
SHIP-001811,ORD-001869,DHL,2024-03-08,112.53,70.99,0,UDR0AWSRPXCY,2,6
SHIP-001812,ORD-001870,USPS,2024-03-08,159.7,53.11,0,K80PHIXTSI44,1,1
SHIP-001813,ORD-001871,Amazon Logistics,2024-03-08,118.62,34.16,0,JD3TTET59RM7,8,3
SHIP-001814,ORD-001872,DHL,2024-03-08,82.02,54.21,0,YBPYMRT3DLTD,4,1
SHIP-001815,ORD-001873,USPS,2024-03-08,266.33,85.1,1,4HFAKGPPG9I2,5,2
SHIP-001816,ORD-001874,UPS,2024-03-09,44.24,25.5,0,B4ZZGOZSAP15,3,9
SHIP-001817,ORD-001875,Amazon Logistics,2024-03-09,142.88,40.22,1,CD6GPXSZPG8X,6,8
SHIP-001818,ORD-001876,Amazon Logistics,2024-03-09,243.52,65.38,0,P9TEAYFLPBWT,2,3
SHIP-001819,ORD-001877,USPS,2024-03-09,21.31,11.59,0,IAHS3UC3WFEW,7,6
SHIP-001820,ORD-001878,UPS,2024-03-09,404.47,169.59,0,8DCPWL6BMBVU,2,10
SHIP-001821,ORD-001879,USPS,2024-03-09,132.22,44.87,0,QLB2WCY445AZ,2,3
SHIP-001822,ORD-001880,USPS,2024-03-09,40.98,17.49,0,0M4EFS17CSO2,4,10
SHIP-001823,ORD-001881,UPS,2024-03-09,76.57,38.43,1,RUPVK8R6DDJD,2,5
SHIP-001824,ORD-001882,DHL,2024-03-09,336.16,193.99,0,T2ER1CUT2K0M,2,3
SHIP-001825,ORD-001883,FedEx,2024-03-10,250.08,121.04,0,580K5WWCGIG0,5,8
SHIP-001826,ORD-001884,USPS,2024-03-10,146.0,49.0,0,21UCRG0GX7JB,6,9
SHIP-001827,ORD-001885,Amazon Logistics,2024-03-10,80.42,24.6,0,SCTMRQA4MP66,8,2
SHIP-001828,ORD-001886,UPS,2024-03-10,11.6,12.44,1,3O8K2BAHZMUT,2,6
SHIP-001829,ORD-001887,Amazon Logistics,2024-03-11,109.28,31.82,0,8TAQ54NE5VCS,4,5
SHIP-001830,ORD-001888,DHL,2024-03-11,185.11,110.91,0,LCP8DKL1JOVO,3,7
SHIP-001831,ORD-001889,Amazon Logistics,2024-03-11,216.18,58.55,0,VMVZD3T7G65X,2,6
SHIP-001832,ORD-001890,UPS,2024-03-11,28.96,19.38,0,6U4WQQYDNW8X,2,7
SHIP-001833,ORD-001891,FedEx,2024-03-11,132.02,67.91,1,CDI86YRQ2TX2,3,10
SHIP-001834,ORD-001892,DHL,2024-03-11,30.1,25.66,0,CC28FLK3BX47,6,1
SHIP-001835,ORD-001893,DHL,2024-03-12,108.24,68.63,0,1ONOM6ASA2GN,6,3
SHIP-001836,ORD-001894,FedEx,2024-03-12,250.35,121.16,0,S1QQUAXJEA93,7,2
SHIP-001837,ORD-001895,USPS,2024-03-12,282.47,89.94,0,9GRW1B4LI41E,3,6
SHIP-001838,ORD-001896,FedEx,2024-03-12,256.64,123.99,1,49KAT0LGC281,5,5
SHIP-001839,ORD-001897,FedEx,2024-03-13,7.36,11.81,0,EMNB3D8ZBRTH,3,7
SHIP-001840,ORD-001898,DHL,2024-03-13,9.11,14.11,0,3CBZ2DLF7GR7,7,8
SHIP-001841,ORD-001899,Amazon Logistics,2024-03-13,15.3,8.32,0,ZRYD1PV9FAA4,8,4
SHIP-001842,ORD-001900,FedEx,2024-03-13,167.98,84.09,0,7S2XUVF5HWDA,2,8
SHIP-001843,ORD-001901,USPS,2024-03-13,122.08,41.82,0,CI4CWVH1PD9M,2,9
SHIP-001844,ORD-001902,FedEx,2024-03-13,73.2,41.44,0,53249PXQEMY6,6,9
SHIP-001845,ORD-001903,Amazon Logistics,2024-03-14,77.42,23.86,0,HEY8F4P828JX,5,4
SHIP-001846,ORD-001904,UPS,2024-03-14,67.95,34.98,0,GSM9LVDSQR3N,4,6
SHIP-001847,ORD-001905,USPS,2024-03-14,186.05,61.02,0,AH0CPSFA8H0O,5,4
SHIP-001848,ORD-001906,USPS,2024-03-14,19.6,11.08,0,DEOVGVXEUQDV,4,5
SHIP-001849,ORD-001907,FedEx,2024-03-14,6.66,11.5,0,RXNDDZTPJH76,8,2
SHIP-001850,ORD-001908,UPS,2024-03-14,99.6,47.64,0,FOE5EATO45MP,5,1
SHIP-001851,ORD-001909,UPS,2024-03-14,62.02,32.61,0,W3UXHPUQPNRC,2,3
SHIP-001852,ORD-001910,UPS,2024-03-14,60.83,32.13,0,T4P6CM363EY8,2,10
SHIP-001853,ORD-001911,USPS,2024-03-14,74.7,27.61,1,UN7255G2FQRG,1,8
SHIP-001854,ORD-001912,DHL,2024-03-14,321.81,186.1,0,D7C8AXIOS4KV,3,8
SHIP-001855,ORD-001913,UPS,2024-03-14,227.4,98.76,0,PRKG8LE768NU,7,9
SHIP-001856,ORD-001914,UPS,2024-03-14,345.98,146.19,0,FQOJ7GTRDD9V,5,5
SHIP-001857,ORD-001915,DHL,2024-03-14,101.07,64.69,0,XUUH3JBAGY88,5,8
SHIP-001858,ORD-001916,Amazon Logistics,2024-03-15,197.0,53.75,0,FBI8NBB2GFWV,8,7
SHIP-001859,ORD-001917,UPS,2024-03-15,143.86,65.34,0,8H7UTUTZMUNT,2,10
SHIP-001860,ORD-001918,DHL,2024-03-15,30.1,25.66,0,1LGPK61CTAIJ,8,1
SHIP-001861,ORD-001919,DHL,2024-03-15,19.5,19.83,0,P1VTJIC1ORAY,3,2
SHIP-001862,ORD-001920,UPS,2024-03-15,155.57,70.03,0,BEOOLMOW99W1,8,6
SHIP-001863,ORD-001921,DHL,2024-03-15,147.0,89.95,0,3C9CNAVIQED8,8,1
SHIP-001864,ORD-001922,UPS,2024-03-15,80.43,39.97,1,2MG5R7XIVV63,2,2
SHIP-001865,ORD-001923,DHL,2024-03-16,316.94,183.42,0,8KXB2J1NT0JG,4,8
SHIP-001866,ORD-001924,UPS,2024-03-16,132.79,60.92,0,8WHN8VJF3GE6,5,8
SHIP-001867,ORD-001925,Amazon Logistics,2024-03-16,86.12,26.03,1,5XH0FN17YGFQ,7,2
SHIP-001868,ORD-001926,USPS,2024-03-16,403.02,126.11,0,69MHYYCQA3S5,2,9
SHIP-001869,ORD-001927,FedEx,2024-03-16,127.28,65.78,0,ZU9F05FD4V9M,8,6
SHIP-001870,ORD-001928,DHL,2024-03-16,235.23,138.48,0,SSF1HRJT33VV,7,8
SHIP-001871,ORD-001929,USPS,2024-03-16,287.16,91.35,0,NC7M1VK0F96Q,4,8
SHIP-001872,ORD-001930,Amazon Logistics,2024-03-16,193.0,52.75,1,UFI9JHRM9QW3,4,8
SHIP-001873,ORD-001931,DHL,2024-03-17,209.52,124.34,0,D8H6D6OHF7J7,7,8
SHIP-001874,ORD-001932,USPS,2024-03-17,240.48,77.34,0,4BR3RNXXII6I,7,3
SHIP-001875,ORD-001933,Amazon Logistics,2024-03-17,34.02,13.01,0,XNAH1K1B00C6,8,4
SHIP-001876,ORD-001934,UPS,2024-03-17,106.87,50.55,0,E7WEB9Q8TGEP,1,7
SHIP-001877,ORD-001935,UPS,2024-03-17,36.44,22.38,0,W5U0OI1AWOK8,7,4
SHIP-001878,ORD-001936,DHL,2024-03-17,96.97,62.43,0,0SQ8UDGUL2C8,3,10
SHIP-001879,ORD-001937,UPS,2024-03-17,285.81,122.12,0,KXSGAUFPGWNK,7,4
SHIP-001880,ORD-001938,DHL,2024-03-17,346.07,199.44,0,XB7401442HIY,7,10
SHIP-001881,ORD-001939,UPS,2024-03-18,506.03,210.21,1,DUN519M9N313,7,6
SHIP-001882,ORD-001940,DHL,2024-03-19,276.71,161.29,0,FW17VUPASAQH,3,7
SHIP-001883,ORD-001941,UPS,2024-03-20,102.08,48.63,1,AT1T4X6CYJQE,1,6
SHIP-001884,ORD-001942,Amazon Logistics,2024-03-20,134.5,38.12,0,SXVDFZL5JS3F,7,2
SHIP-001885,ORD-001943,USPS,2024-03-20,232.8,75.04,0,1A86F9UWHTC4,2,1
SHIP-001886,ORD-001944,Amazon Logistics,2024-03-20,28.84,11.71,1,ND694V3KRA7X,1,10
SHIP-001887,ORD-001945,UPS,2024-03-20,232.04,100.62,0,4QY4P3DBVLHV,5,3
SHIP-001888,ORD-001946,FedEx,2024-03-20,81.23,45.05,1,HL3FC5RYXMRN,3,4
SHIP-001889,ORD-001947,Amazon Logistics,2024-03-20,152.8,42.7,0,E16NUJL5JHR7,5,10
SHIP-001890,ORD-001948,FedEx,2024-03-20,43.59,28.12,0,HO2CCZR03N07,4,8
SHIP-001891,ORD-001949,Amazon Logistics,2024-03-21,259.24,69.31,0,4XRTTOVPB32W,2,1
SHIP-001892,ORD-001950,USPS,2024-03-21,37.6,16.48,1,LPSGY7I957MP,4,5
SHIP-001893,ORD-001951,UPS,2024-03-22,354.03,149.41,0,FE36EPCEW8F6,6,7
SHIP-001894,ORD-001952,USPS,2024-03-22,16.77,10.23,0,21QA1DWMEJKE,5,4
SHIP-001895,ORD-001953,Amazon Logistics,2024-03-22,18.98,9.25,0,TSUH8AZPOO8A,3,7
SHIP-001896,ORD-001954,DHL,2024-03-22,26.9,23.89,0,0R0MWD3P8ZPF,8,7
SHIP-001897,ORD-001955,Amazon Logistics,2024-03-22,280.1,74.53,0,9LYQP2U7NYWB,3,8
SHIP-001898,ORD-001956,Amazon Logistics,2024-03-22,14.32,8.08,0,QKW19TLKLNK3,3,1
SHIP-001899,ORD-001957,USPS,2024-03-22,232.07,74.82,1,GXSN6F0YCRYG,1,5
SHIP-001900,ORD-001958,DHL,2024-03-22,71.85,48.62,0,N8LCRCM4RNRU,4,1
SHIP-001901,ORD-001959,FedEx,2024-03-23,86.95,47.63,0,BZBBGB2Q40WE,2,6
SHIP-001902,ORD-001960,UPS,2024-03-23,199.25,87.5,0,GSL4WNA24RUB,4,2
SHIP-001903,ORD-001961,USPS,2024-03-23,171.24,56.57,0,NJTPQ0J8FWYB,7,6
SHIP-001904,ORD-001962,DHL,2024-03-23,214.86,127.27,1,MEO5JRHBFX2E,3,4
SHIP-001905,ORD-001963,FedEx,2024-03-23,39.88,26.45,0,P2T21ATJMOV3,8,7
SHIP-001906,ORD-001964,DHL,2024-03-23,184.14,110.38,0,H5EGLKXG7HBO,1,4
SHIP-001907,ORD-001965,UPS,2024-03-23,94.0,45.4,0,OE2WBIIO3BD4,8,7
SHIP-001908,ORD-001966,UPS,2024-03-24,85.19,41.88,1,ZA6XAMVICUUG,5,5
SHIP-001909,ORD-001967,Amazon Logistics,2024-03-24,13.32,7.83,0,VXNNB2PZ5OG7,6,6
SHIP-001910,ORD-001968,UPS,2024-03-24,136.1,62.24,0,K2WJMW4S8BNI,4,5
SHIP-001911,ORD-001969,UPS,2024-03-24,320.8,136.12,1,XZN96UE75IHL,3,9
SHIP-001912,ORD-001970,DHL,2024-03-24,174.58,105.12,1,XG0NJ32DK9OD,6,3
SHIP-001913,ORD-001971,USPS,2024-03-25,36.6,16.18,0,OE9WNQXAR3JD,1,7
SHIP-001914,ORD-001972,UPS,2024-03-25,304.16,129.46,1,0T9FPCBZTFF6,8,2
SHIP-001915,ORD-001973,DHL,2024-03-25,156.75,95.31,0,BOMOL931XGEU,8,10
SHIP-001916,ORD-001974,UPS,2024-03-25,13.31,13.12,0,1YKXALUXCMCL,7,3
SHIP-001917,ORD-001975,UPS,2024-03-25,129.18,59.47,0,9MFNP2E0BND2,5,3
SHIP-001918,ORD-001976,DHL,2024-03-25,215.17,127.44,0,37XRNRMEPSV6,1,5
SHIP-001919,ORD-001977,DHL,2024-03-25,238.02,140.01,0,N6Y830X7Q3VQ,5,2
SHIP-001920,ORD-001978,DHL,2024-03-26,174.2,104.91,1,DGB9S7SC98WZ,3,7
SHIP-001921,ORD-001979,FedEx,2024-03-26,156.9,79.11,0,1H19KJASZFM6,3,2
SHIP-001922,ORD-001980,Amazon Logistics,2024-03-26,116.48,33.62,0,XTME7H8LGIC5,5,8
SHIP-001923,ORD-001981,Amazon Logistics,2024-03-26,185.5,50.88,0,UQ03JWWUTSXI,3,1
SHIP-001924,ORD-001982,FedEx,2024-03-27,202.99,99.85,0,B3U5L1GSMX74,4,9
SHIP-001925,ORD-001983,USPS,2024-03-27,319.9,101.17,0,SSHAK6J9Q3GH,1,10
SHIP-001926,ORD-001984,USPS,2024-03-27,173.16,57.15,0,3DUR5P40TFU3,1,2
SHIP-001927,ORD-001985,UPS,2024-03-27,59.7,31.68,1,GSA1TB5IGS3Q,6,1
SHIP-001928,ORD-001986,USPS,2024-03-27,14.42,9.53,0,FS3WAP6XXP5I,1,1
SHIP-001929,ORD-001987,FedEx,2024-03-27,66.55,38.45,0,P6CCEQLY47JH,2,7
SHIP-001930,ORD-001988,UPS,2024-03-28,468.79,195.32,1,COS516XENG7B,1,5
SHIP-001931,ORD-001989,FedEx,2024-03-28,13.27,14.47,0,JF6J2TQWOOET,8,1
SHIP-001932,ORD-001990,DHL,2024-03-28,35.59,28.67,0,DAUC4RP6PLY2,2,10
SHIP-001933,ORD-001991,UPS,2024-03-28,38.43,23.17,0,8RUGCIPLQ996,4,8
SHIP-001934,ORD-001992,UPS,2024-03-28,102.9,48.96,1,RMVZOGWHFEMX,1,1
SHIP-001935,ORD-001993,UPS,2024-03-28,69.84,35.74,0,8DWVG0J7PHDA,6,9
SHIP-001936,ORD-001994,UPS,2024-03-28,16.56,14.42,1,QYCVF7JMYIRM,7,4
SHIP-001937,ORD-001995,DHL,2024-03-29,88.44,57.74,0,KI05TEPGG3YA,8,4
SHIP-001938,ORD-001996,Amazon Logistics,2024-03-29,9.95,6.99,0,Q59M73SLZ3Z7,8,8
SHIP-001939,ORD-001997,FedEx,2024-03-29,269.63,129.83,0,THPGCYZO648Q,4,2
SHIP-001940,ORD-001998,UPS,2024-03-29,176.6,78.44,1,BEOPUZL7RQCS,2,3
SHIP-001941,ORD-001999,FedEx,2024-03-29,367.4,173.83,0,MWYM23UJJC75,7,7
SHIP-001942,ORD-002000,UPS,2024-03-29,70.61,36.04,0,473QFJ4GT403,5,1
SHIP-001943,ORD-002001,USPS,2024-03-29,362.97,114.09,0,EBSV7CF8UHP8,6,1
SHIP-001944,ORD-002002,Amazon Logistics,2024-03-30,47.8,16.45,1,F5IKLEYC5KE3,5,10
SHIP-001945,ORD-002003,FedEx,2024-03-30,27.45,20.85,0,DGSFU3EVPZZB,3,5
SHIP-001946,ORD-002004,FedEx,2024-03-30,127.34,65.8,0,CO5IKQUQOVQ0,7,8
SHIP-001947,ORD-002005,USPS,2024-03-30,96.03,34.01,0,6ZQE164GXZ7R,1,1
SHIP-001948,ORD-002006,FedEx,2024-03-30,69.52,39.78,0,SJ4KT8KX7G9S,8,4
SHIP-001949,ORD-002007,Amazon Logistics,2024-03-31,144.54,40.63,1,DHKWLNJO8K9E,3,9
SHIP-001950,ORD-002008,UPS,2024-03-31,164.01,73.4,1,07CPG590WBKP,5,7
SHIP-001951,ORD-002009,FedEx,2024-03-31,372.61,176.17,0,Y9BE3T5BZSWV,2,8
SHIP-001952,ORD-002010,UPS,2024-03-31,52.15,28.66,0,7TJC79RZC0FL,1,8
SHIP-001953,ORD-002011,UPS,2024-03-31,212.74,92.9,0,88P43GK24414,4,7
SHIP-001954,ORD-002012,DHL,2024-03-31,112.8,71.14,0,SD40U3U7CDCA,4,7
SHIP-001955,ORD-002013,USPS,2024-04-01,249.97,80.19,0,21ZQDP8P8PCG,7,8
SHIP-001956,ORD-002014,FedEx,2024-04-01,126.7,65.52,1,JPTOYUBQ7969,3,8
SHIP-001957,ORD-002015,DHL,2024-04-01,126.55,78.7,1,0F3EWPXA41QD,7,8
SHIP-001958,ORD-002016,UPS,2024-04-01,165.41,73.96,0,JUF4FRODQ4AK,6,2
SHIP-001959,ORD-002017,FedEx,2024-04-01,72.96,41.33,1,OEN35QDJY9SR,6,9
SHIP-001960,ORD-002018,USPS,2024-04-01,228.78,73.83,0,80E88R29FMSH,2,10
SHIP-001961,ORD-002019,DHL,2024-04-02,6.66,12.76,0,0UPP3FLC0ZO9,2,3
SHIP-001962,ORD-002020,USPS,2024-04-02,141.33,47.6,0,FRN6GUUHRZWI,3,7
SHIP-001963,ORD-002021,FedEx,2024-04-02,138.39,70.78,0,39FX1PAJEHXR,5,4
SHIP-001964,ORD-002022,Amazon Logistics,2024-04-02,89.67,26.92,0,9QZ6O1RPRZZS,1,6
SHIP-001965,ORD-002023,USPS,2024-04-02,45.38,18.81,0,9ECAO6BFZRWM,4,6
SHIP-001966,ORD-002024,USPS,2024-04-02,7.65,7.5,0,AVCJSOC5W53N,1,4
SHIP-001967,ORD-002025,UPS,2024-04-02,51.28,28.31,0,4YFGILM0WH8Z,1,3
SHIP-001968,ORD-002026,DHL,2024-04-03,64.02,44.31,0,JOZG4NYHQM0J,6,9
SHIP-001969,ORD-002027,UPS,2024-04-04,25.34,17.94,0,Z2HAWC0NBAQK,6,9
SHIP-001970,ORD-002028,USPS,2024-04-04,28.3,13.69,0,VYKATZ4L48X9,1,8
SHIP-001971,ORD-002029,FedEx,2024-04-04,283.16,135.92,0,8JUW5UDTEOFJ,1,5
SHIP-001972,ORD-002030,USPS,2024-04-04,48.32,19.7,0,OKLVC7PBGEP9,6,7
SHIP-001973,ORD-002031,UPS,2024-04-05,138.0,63.0,0,VFNK460DQTX4,1,9
SHIP-001974,ORD-002032,USPS,2024-04-05,24.4,12.52,0,8M07NKWX86Y4,4,7
SHIP-001975,ORD-002033,Amazon Logistics,2024-04-05,81.76,24.94,0,1R9GGSPAJLRC,7,10
SHIP-001976,ORD-002034,UPS,2024-04-05,64.59,33.64,0,C6BBB6F01ZLZ,8,2
SHIP-001977,ORD-002035,DHL,2024-04-05,374.6,215.13,0,QV7V07CMX3IM,3,5
SHIP-001978,ORD-002036,FedEx,2024-04-06,384.65,181.59,1,5OZ8BULO1141,1,3
SHIP-001979,ORD-002037,DHL,2024-04-06,202.79,120.63,0,LKCCEEDB255M,5,3
SHIP-001980,ORD-002038,UPS,2024-04-06,93.48,45.19,0,7Q5XCB7ESQKP,1,10
SHIP-001981,ORD-002039,DHL,2024-04-06,57.61,40.79,1,Y7YFAZD0SNK0,5,2
SHIP-001982,ORD-002040,USPS,2024-04-06,439.31,136.99,0,R3UDGCJT8OSG,6,6
SHIP-001983,ORD-002041,USPS,2024-04-07,95.98,33.99,0,T18Z017Q374M,8,1
SHIP-001984,ORD-002042,DHL,2024-04-07,60.42,42.33,0,MFZK852WB7TZ,7,1
SHIP-001985,ORD-002043,UPS,2024-04-07,340.58,144.03,0,VOWI005WDNLD,1,4
SHIP-001986,ORD-002044,FedEx,2024-04-07,7.7,11.96,0,W4YEFAPWSNBZ,8,6
SHIP-001987,ORD-002045,Amazon Logistics,2024-04-07,151.04,42.26,0,DN6N9GYRLO9W,5,6
SHIP-001988,ORD-002046,USPS,2024-04-07,130.84,44.45,0,2WZ90UE07BLW,1,6
SHIP-001989,ORD-002047,USPS,2024-04-07,20.97,11.49,0,43O5O30MDINI,8,1
SHIP-001990,ORD-002048,Amazon Logistics,2024-04-07,5.58,5.89,0,A8JRRX0TT40P,5,2
SHIP-001991,ORD-002049,USPS,2024-04-08,349.81,110.14,1,B9XCQFU0RG1S,6,2
