order_id,customer_id,order_date,due_date,payment_date,status,carrier,shipping_cost,total_weight_lbs,subtotal,taxable_amount,tax_rate,sales_tax,invoice_total,state,payment_terms
ORD-001822,CUST-00048,2024-02-28,2024-02-28,,Pending,UPS,83.26,188.64,1980.9,1697.94,0.06,101.88,2166.04,PA,Due on Receipt
ORD-001823,CUST-00289,2024-02-28,2024-02-28,,Overdue,DHL,106.93,177.88,2786.03,2786.03,0.0625,174.13,3067.09,MA,Due on Receipt
ORD-001824,CUST-00362,2024-02-28,2024-02-28,2024-04-07,Paid,FedEx,102.5,208.88,1077.58,128.1,0.06,7.69,1187.77,VT,Due on Receipt
ORD-001825,CUST-00006,2024-02-28,2024-02-28,,Overdue,FedEx,41.58,73.5,1886.6,1886.6,0.0475,89.61,2017.79,NC,Due on Receipt
ORD-001826,CUST-00094,2024-02-29,2024-02-29,2024-03-25,Paid,UPS,69.24,153.59,4491.97,1041.46,0.065,67.69,4628.9,WA,Due on Receipt
ORD-001827,CUST-00287,2024-02-29,2024-02-29,2024-04-02,Paid,Amazon Logistics,18.98,57.9,1407.9,1407.9,0.06,84.47,1511.35,PA,Due on Receipt
ORD-001828,CUST-00461,2024-02-29,2024-02-29,2024-03-16,Paid,DHL,72.34,114.99,1366.88,1366.88,0.06,82.01,1521.23,KY,Due on Receipt
ORD-001829,CUST-00192,2024-03-01,2024-04-30,2024-04-10,Paid,USPS,46.29,136.96,5228.34,3094.08,0.0575,177.91,5452.54,OH,Net 60
ORD-001830,CUST-00138,2024-03-01,2024-03-01,,Overdue,DHL,103.69,171.98,1925.62,1925.62,0.0635,122.28,2151.59,CT,Due on Receipt
ORD-001831,CUST-00351,2024-03-01,2024-03-01,2024-03-30,Paid,USPS,18.78,45.28,130.88,130.88,0.06,7.85,157.51,FL,Due on Receipt
ORD-001832,CUST-00008,2024-03-01,2024-03-31,2024-03-23,Paid,UPS,72.31,161.28,3116.98,3116.98,0.0475,148.06,3337.35,NC,Net 30
ORD-001833,CUST-00101,2024-03-01,2024-03-01,2024-04-14,Paid,USPS,59.19,179.96,4842.52,4842.52,0.0575,278.44,5180.15,OH,Due on Receipt
ORD-001834,CUST-00214,2024-03-01,2024-03-01,2024-04-10,Paid,FedEx,66.5,128.9,3694.77,3694.77,0.0625,230.92,3992.19,IL,Due on Receipt
ORD-001835,CUST-00131,2024-03-01,2024-03-01,2024-03-18,Paid,Amazon Logistics,63.62,236.48,3055.73,3055.73,0.0685,209.32,3328.67,NV,Due on Receipt
ORD-001836,CUST-00038,2024-03-02,2024-03-02,2024-03-07,Paid,FedEx,151.76,318.36,3784.31,2563.55,0.0,0.0,3936.07,DE,Due on Receipt
ORD-001837,CUST-00321,2024-03-02,2024-03-02,,Overdue,USPS,56.72,171.72,2401.85,2401.85,0.065,156.12,2614.69,AR,Due on Receipt
ORD-001838,CUST-00189,2024-03-02,2024-05-01,2024-03-07,Paid,UPS,203.8,490.0,5921.71,4700.95,0.04,188.04,6313.55,GA,Net 60
ORD-001839,CUST-00285,2024-03-02,2024-03-02,2024-03-31,Paid,FedEx,119.87,247.48,5418.94,5418.94,0.07,379.33,5918.14,TN,Due on Receipt
ORD-001840,CUST-00420,2024-03-02,2024-04-01,2024-03-30,Paid,Amazon Logistics,60.42,223.67,2760.99,2760.99,0.0625,172.56,2993.97,IL,Net 30
ORD-001841,CUST-00388,2024-03-02,2024-03-02,2024-03-21,Paid,Amazon Logistics,59.77,221.1,4152.84,4152.84,0.07,290.7,4503.31,RI,Due on Receipt
ORD-001842,CUST-00302,2024-03-02,2024-03-02,,Overdue,FedEx,183.45,388.78,4710.67,4490.59,0.045,202.08,5096.2,SD,Due on Receipt
ORD-001843,CUST-00478,2024-03-03,2024-03-03,2024-04-03,Paid,DHL,44.31,64.02,1506.12,1506.12,0.0475,71.54,1621.97,NC,Due on Receipt
ORD-001844,CUST-00207,2024-03-03,2024-04-02,2024-03-26,Paid,UPS,26.34,46.36,1533.58,1533.58,0.06,92.01,1651.93,FL,Net 30
ORD-001845,CUST-00440,2024-03-03,2024-03-03,,Pending,Amazon Logistics,9.7,20.79,45.39,45.39,0.065,2.95,58.04,WA,Due on Receipt
ORD-001846,CUST-00151,2024-03-03,2024-03-03,,Overdue,Amazon Logistics,53.23,194.92,2296.52,2296.52,0.06,137.79,2487.54,IA,Due on Receipt
ORD-001847,CUST-00467,2024-03-03,2024-03-03,2024-03-25,Paid,FedEx,136.59,284.65,5580.8,5580.8,0.06875,383.68,6101.07,MN,Due on Receipt
ORD-001848,CUST-00093,2024-03-03,2024-04-02,2024-03-18,Paid,Amazon Logistics,34.0,117.98,1394.36,1394.36,0.06875,95.86,1524.22,MN,Net 30
ORD-001849,CUST-00026,2024-03-04,2024-04-03,2024-03-09,Paid,UPS,40.58,81.96,2036.34,0.0,0.0575,0.0,2076.92,OH,Net 30
ORD-001850,CUST-00045,2024-03-04,2024-05-03,2024-04-01,Paid,Amazon Logistics,59.62,220.5,5624.87,5624.87,0.0725,407.8,6092.29,CA,Net 60
ORD-001851,CUST-00385,2024-03-04,2024-03-04,2024-03-23,Paid,DHL,99.04,163.52,1418.17,1418.17,0.055,78.0,1595.21,ME,Due on Receipt
ORD-001852,CUST-00024,2024-03-04,2024-04-03,,Overdue,DHL,94.28,154.87,2540.69,1390.52,0.06,83.43,2718.4,FL,Net 30
ORD-001853,CUST-00035,2024-03-04,2024-03-04,2024-04-15,Paid,USPS,12.75,25.17,3204.22,1287.27,0.0575,74.02,3290.99,OH,Due on Receipt
ORD-001854,CUST-00367,2024-03-04,2024-03-04,,Pending,FedEx,86.55,173.44,3318.14,3318.14,0.04225,140.19,3544.88,MO,Due on Receipt
ORD-001855,CUST-00334,2024-03-04,2024-05-03,2024-03-15,Paid,DHL,13.88,8.69,66.43,66.43,0.07,4.65,84.96,IN,Net 60
ORD-001856,CUST-00129,2024-03-05,2024-04-04,2024-04-10,Paid,UPS,105.28,243.7,4882.05,4882.05,0.0475,231.9,5219.23,NC,Net 30
ORD-001857,CUST-00122,2024-03-05,2024-03-05,2024-04-17,Paid,FedEx,91.96,185.47,3757.89,2572.19,0.0725,186.48,4036.33,CA,Due on Receipt
ORD-001858,CUST-00055,2024-03-05,2024-03-05,2024-04-19,Paid,DHL,234.4,409.64,7245.42,4190.91,0.05,209.55,7689.37,ND,Due on Receipt
ORD-001859,CUST-00432,2024-03-05,2024-05-04,2024-04-12,Paid,DHL,23.74,26.61,989.37,989.37,0.0625,61.84,1074.95,TX,Net 60
ORD-001860,CUST-00233,2024-03-05,2024-03-05,2024-03-18,Paid,UPS,35.02,68.04,73.2,73.2,0.06,4.39,112.61,FL,Due on Receipt
ORD-001861,CUST-00128,2024-03-05,2024-03-05,2024-04-11,Paid,FedEx,62.96,121.03,463.95,463.95,0.0485,22.5,549.41,UT,Due on Receipt
ORD-001862,CUST-00032,2024-03-05,2024-03-05,2024-04-01,Paid,Amazon Logistics,33.56,116.25,3339.84,3339.84,0.04,133.59,3506.99,NY,Due on Receipt
ORD-001863,CUST-00465,2024-03-05,2024-03-05,2024-04-01,Paid,DHL,64.23,100.24,578.69,578.69,0.04,23.15,666.07,GA,Due on Receipt
ORD-001864,CUST-00365,2024-03-05,2024-03-05,2024-03-26,Paid,DHL,50.25,74.82,1017.39,1017.39,0.04,40.7,1108.34,HI,Due on Receipt
ORD-001865,CUST-00436,2024-03-07,2024-03-07,,Overdue,DHL,12.43,6.06,400.0,400.0,0.0,0.0,412.43,AK,Due on Receipt
ORD-001866,CUST-00303,2024-03-07,2024-03-07,2024-04-16,Paid,UPS,87.06,198.14,3299.22,1602.27,0.06,96.14,3482.42,KY,Due on Receipt
ORD-001867,CUST-00091,2024-03-07,2024-03-07,2024-04-05,Paid,Amazon Logistics,5.85,5.4,1479.04,1479.04,0.04,59.16,1544.05,GA,Due on Receipt
ORD-001868,CUST-00245,2024-03-08,2024-04-07,2024-03-15,Paid,DHL,139.96,237.92,4405.92,4405.92,0.065,286.38,4832.26,WA,Net 30
ORD-001869,CUST-00335,2024-03-08,2024-03-08,,Overdue,DHL,70.99,112.53,2841.42,2841.42,0.065,184.69,3097.1,WA,Due on Receipt
ORD-001870,CUST-00500,2024-03-08,2024-03-08,2024-03-10,Paid,USPS,53.11,159.7,2681.95,2681.95,0.0,0.0,2735.06,OR,Due on Receipt
ORD-001871,CUST-00265,2024-03-08,2024-03-08,2024-03-13,Paid,Amazon Logistics,34.16,118.62,1725.36,1725.36,0.0475,81.95,1841.47,NC,Due on Receipt
ORD-001872,CUST-00281,2024-03-08,2024-03-08,2024-04-05,Paid,DHL,54.21,82.02,555.78,555.78,0.0625,34.74,644.73,TX,Due on Receipt
ORD-001873,CUST-00403,2024-03-08,2024-03-08,2024-04-02,Paid,USPS,85.1,266.33,2984.97,2984.97,0.06,179.1,3249.17,PA,Due on Receipt
ORD-001874,CUST-00470,2024-03-09,2024-04-08,2024-03-14,Paid,UPS,25.5,44.24,1772.32,1772.32,0.04,70.89,1868.71,AL,Net 30
ORD-001875,CUST-00006,2024-03-09,2024-03-09,2024-04-01,Paid,Amazon Logistics,40.22,142.88,4649.56,4649.56,0.0475,220.85,4910.63,NC,Due on Receipt
ORD-001876,CUST-00278,2024-03-09,2024-03-09,2024-04-03,Paid,Amazon Logistics,65.38,243.52,2563.36,2563.36,0.0625,160.21,2788.95,IL,Due on Receipt
ORD-001877,CUST-00450,2024-03-09,2024-03-09,2024-03-11,Paid,USPS,11.59,21.31,296.43,296.43,0.0475,14.08,322.1,NC,Due on Receipt
ORD-001878,CUST-00241,2024-03-09,2024-03-09,,Pending,UPS,169.59,404.47,5874.33,5874.33,0.0625,367.15,6411.07,IL,Due on Receipt
ORD-001879,CUST-00108,2024-03-09,2024-05-08,2024-04-22,Paid,USPS,44.87,132.22,3091.42,3091.42,0.06,185.49,3321.78,WV,Net 60
ORD-001880,CUST-00463,2024-03-09,2024-03-09,,Overdue,USPS,17.49,40.98,1018.17,0.0,0.04225,0.0,1035.66,MO,Due on Receipt
ORD-001881,CUST-00009,2024-03-09,2024-03-09,2024-03-29,Paid,UPS,38.43,76.57,1564.61,1564.61,0.0625,97.79,1700.83,IL,Due on Receipt
ORD-001882,CUST-00135,2024-03-09,2024-03-09,2024-04-23,Paid,DHL,193.99,336.16,6073.52,6073.52,0.0,0.0,6267.51,DE,Due on Receipt
ORD-001883,CUST-00455,2024-03-10,2024-04-09,2024-03-20,Paid,FedEx,121.04,250.08,2024.92,2024.92,0.045,91.12,2237.08,OK,Net 30
ORD-001884,CUST-00456,2024-03-10,2024-03-10,2024-04-09,Paid,USPS,49.0,146.0,2730.9,2730.9,0.055,150.2,2930.1,NE,Due on Receipt
ORD-001885,CUST-00459,2024-03-10,2024-03-10,2024-03-15,Paid,Amazon Logistics,24.6,80.42,2667.12,2667.12,0.0625,166.69,2858.41,MA,Due on Receipt
ORD-001886,CUST-00340,2024-03-10,2024-03-10,,Overdue,UPS,12.44,11.6,199.75,199.75,0.05,9.99,222.18,ND,Due on Receipt
ORD-001887,CUST-00171,2024-03-11,2024-03-11,2024-04-22,Paid,Amazon Logistics,31.82,109.28,2715.12,0.0,0.0575,0.0,2746.94,OH,Due on Receipt
ORD-001888,CUST-00331,2024-03-11,2024-03-11,2024-04-04,Paid,DHL,110.91,185.11,1612.83,1612.83,0.065,104.83,1828.57,WA,Due on Receipt
ORD-001889,CUST-00057,2024-03-11,2024-03-11,2024-04-11,Paid,Amazon Logistics,58.55,216.18,2244.33,2244.33,0.04,89.77,2392.65,GA,Due on Receipt
ORD-001890,CUST-00233,2024-03-11,2024-03-11,2024-04-01,Paid,UPS,19.38,28.96,630.56,630.56,0.06,37.83,687.77,FL,Due on Receipt
ORD-001891,CUST-00133,2024-03-11,2024-03-11,,Pending,FedEx,67.91,132.02,74.62,74.62,0.06,4.48,147.01,FL,Due on Receipt
ORD-001892,CUST-00094,2024-03-11,2024-03-11,2024-03-12,Paid,DHL,25.66,30.1,773.52,773.52,0.065,50.28,849.46,WA,Due on Receipt
ORD-001893,CUST-00298,2024-03-12,2024-03-12,2024-03-19,Paid,DHL,68.63,108.24,242.0,242.0,0.0,0.0,310.63,MT,Due on Receipt
ORD-001894,CUST-00126,2024-03-12,2024-03-12,2024-04-09,Paid,FedEx,121.16,250.35,2061.54,1778.58,0.065,115.61,2298.31,KS,Due on Receipt
ORD-001895,CUST-00232,2024-03-12,2024-03-12,2024-04-23,Paid,USPS,89.94,282.47,4029.41,4029.41,0.04,161.18,4280.53,NY,Due on Receipt
ORD-001896,CUST-00103,2024-03-12,2024-03-12,2024-03-28,Paid,FedEx,123.99,256.64,1169.88,1169.88,0.045,52.64,1346.51,OK,Due on Receipt
ORD-001897,CUST-00214,2024-03-13,2024-03-13,2024-03-14,Paid,FedEx,11.81,7.36,948.56,0.0,0.0625,0.0,960.37,IL,Due on Receipt
ORD-001898,CUST-00306,2024-03-13,2024-03-13,2024-03-25,Paid,DHL,14.11,9.11,134.91,134.91,0.0625,8.43,157.45,TX,Due on Receipt
ORD-001899,CUST-00361,2024-03-13,2024-03-13,2024-04-27,Paid,Amazon Logistics,8.32,15.3,2300.34,0.0,0.04,0.0,2308.66,AL,Due on Receipt
ORD-001900,CUST-00137,2024-03-13,2024-03-13,2024-03-20,Paid,FedEx,84.09,167.98,2547.18,2547.18,0.05125,130.54,2761.81,NM,Due on Receipt
ORD-001901,CUST-00419,2024-03-13,2024-03-13,2024-04-13,Paid,USPS,41.82,122.08,1415.61,1415.61,0.06,84.94,1542.37,VT,Due on Receipt
ORD-001902,CUST-00282,2024-03-13,2024-03-13,2024-04-20,Paid,FedEx,41.44,73.2,1698.42,1698.42,0.0725,123.14,1863.0,CA,Due on Receipt
ORD-001903,CUST-00337,2024-03-14,2024-04-13,2024-04-11,Paid,Amazon Logistics,23.86,77.42,3101.56,3101.56,0.06,186.09,3311.51,IA,Net 30
ORD-001904,CUST-00150,2024-03-14,2024-03-14,2024-03-23,Paid,UPS,34.98,67.95,1291.89,1291.89,0.0625,80.74,1407.61,TX,Due on Receipt
ORD-001905,CUST-00133,2024-03-14,2024-03-14,2024-03-18,Paid,USPS,61.02,186.05,3945.85,3945.85,0.06,236.75,4243.62,FL,Due on Receipt
ORD-001906,CUST-00378,2024-03-14,2024-03-14,2024-03-17,Paid,USPS,11.08,19.6,4062.52,4062.52,0.04,162.5,4236.1,WY,Due on Receipt
ORD-001907,CUST-00127,2024-03-14,2024-03-14,2024-04-03,Paid,FedEx,11.5,6.66,2624.85,2624.85,0.04,104.99,2741.34,WY,Due on Receipt
ORD-001908,CUST-00383,2024-03-14,2024-03-14,2024-04-25,Paid,UPS,47.64,99.6,1076.84,1076.84,0.0475,51.15,1175.63,NC,Due on Receipt
ORD-001909,CUST-00360,2024-03-14,2024-03-14,2024-03-25,Paid,UPS,32.61,62.02,1824.16,1824.16,0.0,0.0,1856.77,NH,Due on Receipt
ORD-001910,CUST-00084,2024-03-14,2024-03-14,2024-04-27,Paid,UPS,32.13,60.83,465.01,465.01,0.06,27.9,525.04,WV,Due on Receipt
ORD-001911,CUST-00189,2024-03-14,2024-05-13,2024-04-16,Paid,USPS,27.61,74.7,807.63,807.63,0.04,32.31,867.55,GA,Net 60
ORD-001912,CUST-00472,2024-03-14,2024-03-14,2024-03-15,Paid,DHL,186.1,321.81,6253.96,6253.96,0.0475,297.06,6737.12,NC,Due on Receipt
ORD-001913,CUST-00484,2024-03-14,2024-04-13,2024-04-01,Paid,UPS,98.76,227.4,3405.9,2048.34,0.0475,97.3,3601.96,NC,Net 30
ORD-001914,CUST-00179,2024-03-14,2024-03-14,2024-04-11,Paid,UPS,146.19,345.98,4751.74,4751.74,0.06,285.1,5183.03,MD,Due on Receipt
ORD-001915,CUST-00395,2024-03-14,2024-03-14,2024-04-26,Paid,DHL,64.69,101.07,1247.61,705.05,0.0625,44.07,1356.37,TX,Due on Receipt
ORD-001916,CUST-00456,2024-03-15,2024-03-15,2024-04-15,Paid,Amazon Logistics,53.75,197.0,2316.73,2316.73,0.055,127.42,2497.9,NE,Due on Receipt
ORD-001917,CUST-00377,2024-03-15,2024-03-15,2024-04-09,Paid,UPS,65.34,143.86,1050.32,338.9,0.0575,19.49,1135.15,OH,Due on Receipt
ORD-001918,CUST-00460,2024-03-15,2024-04-14,2024-04-02,Paid,DHL,25.66,30.1,773.52,773.52,0.06,46.41,845.59,PA,Net 30
ORD-001919,CUST-00465,2024-03-15,2024-03-15,2024-04-08,Paid,DHL,19.83,19.5,1342.14,1342.14,0.04,53.69,1415.66,GA,Due on Receipt
ORD-001920,CUST-00134,2024-03-15,2024-03-15,,Overdue,UPS,70.03,155.57,5299.64,5299.64,0.05125,271.61,5641.28,NM,Due on Receipt
ORD-001921,CUST-00030,2024-03-15,2024-04-14,2024-03-30,Paid,DHL,89.95,147.0,2320.98,2320.98,0.055,127.65,2538.58,NE,Net 30
ORD-001922,CUST-00434,2024-03-15,2024-03-15,2024-04-03,Paid,UPS,39.97,80.43,1203.42,1203.42,0.0,0.0,1243.39,NH,Due on Receipt
ORD-001923,CUST-00324,2024-03-16,2024-03-16,2024-04-07,Paid,DHL,183.42,316.94,6260.6,6260.6,0.07,438.24,6882.26,TN,Due on Receipt
ORD-001924,CUST-00129,2024-03-16,2024-04-15,2024-04-26,Paid,UPS,60.92,132.79,2371.03,2371.03,0.0475,112.62,2544.57,NC,Net 30
ORD-001925,CUST-00493,2024-03-16,2024-03-16,2024-03-26,Paid,Amazon Logistics,26.03,86.12,1201.6,1201.6,0.0,0.0,1227.63,OR,Due on Receipt
ORD-001926,CUST-00434,2024-03-16,2024-03-16,2024-04-05,Paid,USPS,126.11,403.02,5416.43,5416.43,0.0,0.0,5542.54,NH,Due on Receipt
ORD-001927,CUST-00278,2024-03-16,2024-03-16,2024-04-27,Paid,FedEx,65.78,127.28,652.56,652.56,0.0625,40.78,759.12,IL,Due on Receipt
ORD-001928,CUST-00193,2024-03-16,2024-03-16,,Pending,DHL,138.48,235.23,2460.64,2460.64,0.04,98.43,2697.55,NY,Due on Receipt
ORD-001929,CUST-00413,2024-03-16,2024-03-16,2024-04-07,Paid,USPS,91.35,287.16,1261.15,1261.15,0.0625,78.82,1431.32,MA,Due on Receipt
ORD-001930,CUST-00085,2024-03-16,2024-03-16,2024-03-18,Paid,Amazon Logistics,52.75,193.0,843.6,843.6,0.04,33.74,930.09,NY,Due on Receipt
ORD-001931,CUST-00124,2024-03-17,2024-04-16,2024-03-27,Paid,DHL,124.34,209.52,2291.58,2291.58,0.0475,108.85,2524.77,NC,Net 30
ORD-001932,CUST-00214,2024-03-17,2024-03-17,2024-04-25,Paid,USPS,77.34,240.48,2796.24,2796.24,0.0625,174.77,3048.35,IL,Due on Receipt
ORD-001933,CUST-00444,2024-03-17,2024-03-17,2024-04-09,Paid,Amazon Logistics,13.01,34.02,36.6,36.6,0.07,2.56,52.17,RI,Due on Receipt
ORD-001934,CUST-00298,2024-03-17,2024-03-17,2024-04-19,Paid,UPS,50.55,106.87,1623.53,1623.53,0.0,0.0,1674.08,MT,Due on Receipt
ORD-001935,CUST-00337,2024-03-17,2024-04-16,2024-03-19,Paid,UPS,22.38,36.44,539.64,539.64,0.06,32.38,594.4,IA,Net 30
ORD-001936,CUST-00200,2024-03-17,2024-03-17,2024-04-17,Paid,DHL,62.43,96.97,2052.63,2052.63,0.06,123.16,2238.22,IA,Due on Receipt
ORD-001937,CUST-00365,2024-03-17,2024-03-17,2024-04-26,Paid,UPS,122.12,285.81,1754.3,1754.3,0.04,70.17,1946.59,HI,Due on Receipt
ORD-001938,CUST-00332,2024-03-17,2024-04-16,2024-04-23,Paid,DHL,199.44,346.07,7497.36,7497.36,0.065,487.33,8184.13,AR,Net 30
ORD-001939,CUST-00395,2024-03-18,2024-03-18,2024-04-16,Paid,UPS,210.21,506.03,6330.69,6330.69,0.0625,395.67,6936.57,TX,Due on Receipt
ORD-001940,CUST-00115,2024-03-19,2024-05-18,2024-04-29,Paid,DHL,161.29,276.71,4155.04,4155.04,0.07,290.85,4607.18,MS,Net 60
ORD-001941,CUST-00050,2024-03-20,2024-03-20,2024-04-02,Paid,UPS,48.63,102.08,3629.85,3629.85,0.0625,226.87,3905.35,TX,Due on Receipt
ORD-001942,CUST-00132,2024-03-20,2024-03-20,2024-04-27,Paid,Amazon Logistics,38.12,134.5,2325.9,2325.9,0.06,139.55,2503.57,WV,Due on Receipt
ORD-001943,CUST-00149,2024-03-20,2024-03-20,2024-04-06,Paid,USPS,75.04,232.8,2546.2,2546.2,0.0,0.0,2621.24,DE,Due on Receipt
ORD-001944,CUST-00002,2024-03-20,2024-03-20,,Overdue,Amazon Logistics,11.71,28.84,945.32,945.32,0.04,37.81,994.84,NY,Due on Receipt
ORD-001945,CUST-00363,2024-03-20,2024-03-20,2024-04-19,Paid,UPS,100.62,232.04,3781.51,1864.56,0.065,121.2,4003.33,KS,Due on Receipt
ORD-001946,CUST-00452,2024-03-20,2024-03-20,2024-05-03,Paid,FedEx,45.05,81.23,1268.65,1268.65,0.06,76.12,1389.82,FL,Due on Receipt
ORD-001947,CUST-00330,2024-03-20,2024-03-20,2024-03-28,Paid,Amazon Logistics,42.7,152.8,1337.4,1337.4,0.0575,76.9,1457.0,OH,Due on Receipt
ORD-001948,CUST-00300,2024-03-20,2024-03-20,2024-04-12,Paid,FedEx,28.12,43.59,358.65,358.65,0.04,14.35,401.12,GA,Due on Receipt
ORD-001949,CUST-00249,2024-03-21,2024-04-20,2024-04-29,Paid,Amazon Logistics,69.31,259.24,229.6,229.6,0.0725,16.65,315.56,CA,Net 30
ORD-001950,CUST-00160,2024-03-21,2024-03-21,2024-04-03,Paid,USPS,16.48,37.6,340.28,340.28,0.0575,19.57,376.33,OH,Due on Receipt
ORD-001951,CUST-00440,2024-03-22,2024-03-22,2024-05-05,Paid,UPS,149.41,354.03,7943.98,7943.98,0.065,516.36,8609.75,WA,Due on Receipt
ORD-001952,CUST-00450,2024-03-22,2024-03-22,2024-04-28,Paid,USPS,10.23,16.77,52.93,52.93,0.0475,2.51,65.67,NC,Due on Receipt
ORD-001953,CUST-00136,2024-03-22,2024-03-22,2024-03-27,Paid,Amazon Logistics,9.25,18.98,274.88,274.88,0.066,18.14,302.27,NJ,Due on Receipt
ORD-001954,CUST-00128,2024-03-22,2024-03-22,2024-04-08,Paid,DHL,23.89,26.9,465.18,465.18,0.0485,22.56,511.63,UT,Due on Receipt
ORD-001955,CUST-00049,2024-03-22,2024-03-22,2024-05-03,Paid,Amazon Logistics,74.53,280.1,1013.2,1013.2,0.04225,42.81,1130.54,MO,Due on Receipt
ORD-001956,CUST-00464,2024-03-22,2024-03-22,2024-03-26,Paid,Amazon Logistics,8.08,14.32,82.67,82.67,0.065,5.37,96.12,KS,Due on Receipt
ORD-001957,CUST-00476,2024-03-22,2024-03-22,2024-04-18,Paid,USPS,74.82,232.07,5971.19,5971.19,0.04,238.85,6284.86,GA,Due on Receipt
ORD-001958,CUST-00423,2024-03-22,2024-05-21,,Pending,DHL,48.62,71.85,3126.14,2742.75,0.04,109.71,3284.47,NY,Net 60
ORD-001959,CUST-00456,2024-03-23,2024-03-23,,Overdue,FedEx,47.63,86.95,1905.44,1905.44,0.055,104.8,2057.87,NE,Due on Receipt
ORD-001960,CUST-00083,2024-03-23,2024-04-22,2024-04-14,Paid,UPS,87.5,199.25,5160.14,5160.14,0.07,361.21,5608.85,RI,Net 30
ORD-001961,CUST-00394,2024-03-23,2024-03-23,2024-03-28,Paid,USPS,56.57,171.24,2571.1,2571.1,0.06,154.27,2781.94,ID,Due on Receipt
ORD-001962,CUST-00175,2024-03-23,2024-03-23,2024-04-30,Paid,DHL,127.27,214.86,3631.2,3631.2,0.04,145.25,3903.72,GA,Due on Receipt
ORD-001963,CUST-00394,2024-03-23,2024-03-23,2024-04-13,Paid,FedEx,26.45,39.88,707.27,707.27,0.06,42.44,776.16,ID,Due on Receipt
ORD-001964,CUST-00067,2024-03-23,2024-03-23,2024-04-06,Paid,DHL,110.38,184.14,3058.96,3058.96,0.04,122.36,3291.7,GA,Due on Receipt
ORD-001965,CUST-00255,2024-03-23,2024-03-23,2024-03-25,Paid,UPS,45.4,94.0,850.7,850.7,0.0,0.0,896.1,DE,Due on Receipt
ORD-001966,CUST-00281,2024-03-24,2024-03-24,2024-04-27,Paid,UPS,41.88,85.19,186.61,186.61,0.0625,11.66,240.15,TX,Due on Receipt
ORD-001967,CUST-00464,2024-03-24,2024-03-24,2024-04-01,Paid,Amazon Logistics,7.83,13.32,970.84,970.84,0.065,63.1,1041.77,KS,Due on Receipt
ORD-001968,CUST-00406,2024-03-24,2024-03-24,,Overdue,UPS,62.24,136.1,1514.76,1514.76,0.0,0.0,1577.0,MT,Due on Receipt
ORD-001969,CUST-00484,2024-03-24,2024-04-23,,Overdue,UPS,136.12,320.8,7565.45,7565.45,0.0475,359.36,8060.93,NC,Net 30
ORD-001970,CUST-00170,2024-03-24,2024-03-24,,Overdue,DHL,105.12,174.58,2373.91,2373.91,0.065,154.3,2633.33,WA,Due on Receipt
ORD-001971,CUST-00176,2024-03-25,2024-03-25,,Overdue,USPS,16.18,36.6,362.64,362.64,0.05,18.13,396.95,WI,Due on Receipt
ORD-001972,CUST-00258,2024-03-25,2024-03-25,2024-05-07,Paid,UPS,129.46,304.16,3583.83,2905.63,0.04,116.23,3829.52,GA,Due on Receipt
ORD-001973,CUST-00426,2024-03-25,2024-03-25,2024-04-10,Paid,DHL,95.31,156.75,1970.87,1970.87,0.0475,93.62,2159.8,NC,Due on Receipt
ORD-001974,CUST-00116,2024-03-25,2024-05-24,2024-03-30,Paid,UPS,13.12,13.31,257.74,257.74,0.065,16.75,287.61,AR,Net 60
ORD-001975,CUST-00173,2024-03-25,2024-03-25,2024-03-29,Paid,UPS,59.47,129.18,1802.4,1802.4,0.0575,103.64,1965.51,OH,Due on Receipt
ORD-001976,CUST-00146,2024-03-25,2024-03-25,2024-03-30,Paid,DHL,127.44,215.17,2464.66,2464.66,0.06,147.88,2739.98,IA,Due on Receipt
ORD-001977,CUST-00413,2024-03-25,2024-03-25,2024-04-06,Paid,DHL,140.01,238.02,4581.96,4581.96,0.0625,286.37,5008.34,MA,Due on Receipt
ORD-001978,CUST-00148,2024-03-26,2024-03-26,2024-04-27,Paid,DHL,104.91,174.2,2799.26,2799.26,0.06,167.96,3072.13,VT,Due on Receipt
ORD-001979,CUST-00364,2024-03-26,2024-03-26,,Pending,FedEx,79.11,156.9,6291.71,2457.81,0.045,110.6,6481.42,SD,Due on Receipt
ORD-001980,CUST-00422,2024-03-26,2024-05-25,2024-04-20,Paid,Amazon Logistics,33.62,116.48,1415.25,1415.25,0.0625,88.45,1537.32,IL,Net 60
ORD-001981,CUST-00023,2024-03-26,2024-03-26,2024-03-30,Paid,Amazon Logistics,50.88,185.5,2058.58,2058.58,0.06,123.51,2232.97,PA,Due on Receipt
ORD-001982,CUST-00188,2024-03-27,2024-03-27,2024-04-25,Paid,FedEx,99.85,202.99,2775.64,2775.64,0.07,194.29,3069.78,MS,Due on Receipt
ORD-001983,CUST-00472,2024-03-27,2024-03-27,,Pending,USPS,101.17,319.9,5412.38,5412.38,0.0475,257.09,5770.64,NC,Due on Receipt
ORD-001984,CUST-00482,2024-03-27,2024-03-27,,Overdue,USPS,57.15,173.16,4216.83,4216.83,0.055,231.93,4505.91,ME,Due on Receipt
ORD-001985,CUST-00287,2024-03-27,2024-03-27,2024-04-22,Paid,UPS,31.68,59.7,846.06,846.06,0.06,50.76,928.5,PA,Due on Receipt
ORD-001986,CUST-00408,2024-03-27,2024-03-27,2024-04-27,Paid,USPS,9.53,14.42,472.66,472.66,0.0445,21.03,503.22,LA,Due on Receipt
