item_id,order_id,product_id,quantity,unit_price,unit_cost,line_total,is_taxable
ITEM-004317,ORD-002074,PRD-0064,6,134.91,85.58,809.46,1
ITEM-004318,ORD-002074,PRD-0022,7,269.21,94.37,1884.47,1
ITEM-004319,ORD-002074,PRD-0030,6,232.59,82.94,1395.54,1
ITEM-004320,ORD-002075,PRD-0003,5,105.82,70.64,529.1,1
ITEM-004321,ORD-002075,PRD-0006,9,257.0,129.8,2313.0,1
ITEM-004322,ORD-002075,PRD-0057,8,133.74,64.55,1069.92,1
ITEM-004323,ORD-002075,PRD-0007,9,141.01,66.36,1269.09,1
ITEM-004324,ORD-002075,PRD-0047,5,386.76,155.63,1933.8,1
ITEM-004325,ORD-002076,PRD-0041,10,10.66,6.15,106.6,1
ITEM-004326,ORD-002077,PRD-0020,7,286.25,192.35,2003.75,1
ITEM-004327,ORD-002078,PRD-0062,10,81.57,40.39,815.7,1
ITEM-004328,ORD-002078,PRD-0052,3,189.21,97.29,567.63,1
ITEM-004329,ORD-002078,PRD-0050,10,26.36,10.6,263.6,1
ITEM-004330,ORD-002078,PRD-0064,7,134.91,85.58,944.37,1
ITEM-004331,ORD-002078,PRD-0077,6,329.79,160.78,1978.74,1
ITEM-004332,ORD-002079,PRD-0035,3,170.14,70.36,510.42,1
ITEM-004333,ORD-002079,PRD-0034,1,250.82,118.1,250.82,1
ITEM-004334,ORD-002079,PRD-0052,7,189.21,97.29,1324.47,1
ITEM-004335,ORD-002079,PRD-0017,3,339.58,185.04,1018.74,1
ITEM-004336,ORD-002080,PRD-0053,3,241.86,153.63,725.58,1
ITEM-004337,ORD-002080,PRD-0025,10,84.36,58.95,843.6,1
ITEM-004338,ORD-002080,PRD-0002,4,92.63,43.77,370.52,1
ITEM-004339,ORD-002081,PRD-0068,10,66.43,33.98,664.3,1
ITEM-004340,ORD-002081,PRD-0026,4,273.09,111.39,1092.36,1
ITEM-004341,ORD-002082,PRD-0067,10,287.56,173.49,2875.6,1
ITEM-004342,ORD-002083,PRD-0008,6,136.15,47.77,816.9,1
ITEM-004343,ORD-002083,PRD-0041,1,10.66,6.15,10.66,1
ITEM-004344,ORD-002083,PRD-0079,3,447.38,183.13,1342.14,1
ITEM-004345,ORD-002083,PRD-0025,3,84.36,58.95,253.08,1
ITEM-004346,ORD-002084,PRD-0079,1,447.38,183.13,447.38,1
ITEM-004347,ORD-002084,PRD-0020,5,286.25,192.35,1431.25,1
ITEM-004348,ORD-002085,PRD-0047,8,386.76,155.63,3094.08,1
ITEM-004349,ORD-002085,PRD-0066,3,227.48,102.18,682.44,1
ITEM-004350,ORD-002085,PRD-0076,6,174.91,62.57,1049.46,1
ITEM-004351,ORD-002086,PRD-0062,1,81.57,40.39,81.57,1
ITEM-004352,ORD-002087,PRD-0049,10,181.32,99.28,1813.2,1
ITEM-004353,ORD-002088,PRD-0051,3,274.88,145.41,824.64,1
ITEM-004354,ORD-002088,PRD-0073,4,268.28,160.25,1073.12,1
ITEM-004355,ORD-002089,PRD-0035,1,170.14,70.36,170.14,1
ITEM-004356,ORD-002089,PRD-0027,10,58.65,25.04,586.5,1
ITEM-004357,ORD-002089,PRD-0051,5,274.88,145.41,1374.4,1
ITEM-004358,ORD-002089,PRD-0047,6,386.76,155.63,2320.56,1
ITEM-004359,ORD-002090,PRD-0013,8,90.56,46.3,724.48,1
ITEM-004360,ORD-002090,PRD-0005,1,133.48,76.14,133.48,1
ITEM-004361,ORD-002090,PRD-0077,7,329.79,160.78,2308.53,1
ITEM-004362,ORD-002091,PRD-0027,9,58.65,25.04,527.85,1
ITEM-004363,ORD-002091,PRD-0012,7,283.07,189.66,1981.49,1
ITEM-004364,ORD-002092,PRD-0017,3,339.58,185.04,1018.74,1
ITEM-004365,ORD-002092,PRD-0063,1,455.89,189.31,455.89,1
ITEM-004366,ORD-002092,PRD-0024,1,186.68,112.88,186.68,1
ITEM-004367,ORD-002092,PRD-0038,9,277.68,124.47,2499.12,1
ITEM-004368,ORD-002092,PRD-0053,5,241.86,153.63,1209.3,1
ITEM-004369,ORD-002093,PRD-0044,9,30.25,20.97,272.25,1
ITEM-004370,ORD-002093,PRD-0016,4,383.39,136.31,1533.56,0
ITEM-004371,ORD-002093,PRD-0036,4,202.23,127.8,808.92,1
ITEM-004372,ORD-002094,PRD-0054,7,15.13,7.76,105.91,1
ITEM-004373,ORD-002094,PRD-0016,1,383.39,136.31,383.39,0
ITEM-004374,ORD-002095,PRD-0041,9,10.66,6.15,95.94,1
ITEM-004375,ORD-002095,PRD-0073,10,268.28,160.25,2682.8,1
ITEM-004376,ORD-002095,PRD-0036,7,202.23,127.8,1415.61,1
ITEM-004377,ORD-002095,PRD-0078,8,119.55,65.24,956.4,1
ITEM-004378,ORD-002095,PRD-0025,2,84.36,58.95,168.72,1
ITEM-004379,ORD-002096,PRD-0073,5,268.28,160.25,1341.4,1
ITEM-004380,ORD-002096,PRD-0062,10,81.57,40.39,815.7,1
ITEM-004381,ORD-002096,PRD-0016,5,383.39,136.31,1916.95,0
ITEM-004382,ORD-002096,PRD-0001,7,16.36,9.88,114.52,1
ITEM-004383,ORD-002097,PRD-0025,7,84.36,58.95,590.52,1
ITEM-004384,ORD-002097,PRD-0029,5,304.75,164.23,1523.75,1
ITEM-004385,ORD-002097,PRD-0068,10,66.43,33.98,664.3,1
ITEM-004386,ORD-002097,PRD-0074,1,281.58,183.0,281.58,1
ITEM-004387,ORD-002097,PRD-0036,2,202.23,127.8,404.46,1
ITEM-004388,ORD-002098,PRD-0069,2,30.75,13.51,61.5,1
ITEM-004389,ORD-002099,PRD-0073,1,268.28,160.25,268.28,1
ITEM-004390,ORD-002099,PRD-0007,2,141.01,66.36,282.02,1
ITEM-004391,ORD-002099,PRD-0052,2,189.21,97.29,378.42,1
ITEM-004392,ORD-002100,PRD-0032,9,237.14,135.77,2134.26,0
ITEM-004393,ORD-002100,PRD-0029,1,304.75,164.23,304.75,1
ITEM-004394,ORD-002101,PRD-0040,9,31.44,17.52,282.96,0
ITEM-004395,ORD-002101,PRD-0013,10,90.56,46.3,905.6,1
ITEM-004396,ORD-002102,PRD-0041,1,10.66,6.15,10.66,1
ITEM-004397,ORD-002102,PRD-0042,5,18.3,10.66,91.5,1
ITEM-004398,ORD-002103,PRD-0044,7,30.25,20.97,211.75,1
ITEM-004399,ORD-002104,PRD-0058,6,188.66,92.85,1131.96,1
ITEM-004400,ORD-002105,PRD-0014,9,193.27,119.72,1739.43,1
ITEM-004401,ORD-002106,PRD-0049,6,181.32,99.28,1087.92,1
ITEM-004402,ORD-002106,PRD-0074,9,281.58,183.0,2534.22,1
ITEM-004403,ORD-002107,PRD-0066,2,227.48,102.18,454.96,1
ITEM-004404,ORD-002107,PRD-0037,7,369.76,191.8,2588.32,1
ITEM-004405,ORD-002108,PRD-0059,8,339.39,187.07,2715.12,0
ITEM-004406,ORD-002108,PRD-0060,8,63.73,29.25,509.84,1
ITEM-004407,ORD-002109,PRD-0011,10,257.74,110.18,2577.4,1
ITEM-004408,ORD-002109,PRD-0060,1,63.73,29.25,63.73,1
ITEM-004409,ORD-002109,PRD-0023,3,292.62,142.19,877.86,1
ITEM-004410,ORD-002109,PRD-0017,8,339.58,185.04,2716.64,1
ITEM-004411,ORD-002109,PRD-0067,2,287.56,173.49,575.12,1
ITEM-004412,ORD-002110,PRD-0051,4,274.88,145.41,1099.52,1
ITEM-004413,ORD-002110,PRD-0046,8,291.65,193.12,2333.2,1
ITEM-004414,ORD-002111,PRD-0001,9,16.36,9.88,147.24,1
ITEM-004415,ORD-002112,PRD-0074,7,281.58,183.0,1971.06,1
ITEM-004416,ORD-002112,PRD-0013,2,90.56,46.3,181.12,1
ITEM-004417,ORD-002113,PRD-0066,7,227.48,102.18,1592.36,1
ITEM-004418,ORD-002113,PRD-0006,8,257.0,129.8,2056.0,1
ITEM-004419,ORD-002114,PRD-0072,4,339.13,128.08,1356.52,1
ITEM-004420,ORD-002114,PRD-0034,3,250.82,118.1,752.46,1
ITEM-004421,ORD-002115,PRD-0079,6,447.38,183.13,2684.28,1
ITEM-004422,ORD-002116,PRD-0013,6,90.56,46.3,543.36,1
ITEM-004423,ORD-002116,PRD-0050,4,26.36,10.6,105.44,1
ITEM-004424,ORD-002117,PRD-0009,10,300.4,108.18,3004.0,1
ITEM-004425,ORD-002117,PRD-0002,6,92.63,43.77,555.78,1
ITEM-004426,ORD-002118,PRD-0025,6,84.36,58.95,506.16,1
ITEM-004427,ORD-002119,PRD-0022,10,269.21,94.37,2692.1,1
ITEM-004428,ORD-002119,PRD-0019,10,224.66,145.09,2246.6,1
ITEM-004429,ORD-002119,PRD-0070,9,443.08,174.59,3987.72,1
ITEM-004430,ORD-002119,PRD-0058,3,188.66,92.85,565.98,1
ITEM-004431,ORD-002119,PRD-0043,5,199.75,130.34,998.75,1
ITEM-004432,ORD-002120,PRD-0068,2,66.43,33.98,132.86,1
ITEM-004433,ORD-002120,PRD-0046,8,291.65,193.12,2333.2,1
ITEM-004434,ORD-002121,PRD-0018,6,83.41,46.68,500.46,1
ITEM-004435,ORD-002122,PRD-0072,8,339.13,128.08,2713.04,1
ITEM-004436,ORD-002122,PRD-0047,10,386.76,155.63,3867.6,1
ITEM-004437,ORD-002123,PRD-0032,4,237.14,135.77,948.56,0
ITEM-004438,ORD-002123,PRD-0041,1,10.66,6.15,10.66,1
ITEM-004439,ORD-002123,PRD-0067,3,287.56,173.49,862.68,1
ITEM-004440,ORD-002123,PRD-0072,9,339.13,128.08,3052.17,1
ITEM-004441,ORD-002124,PRD-0060,3,63.73,29.25,191.19,1
ITEM-004442,ORD-002124,PRD-0025,8,84.36,58.95,674.88,1
ITEM-004443,ORD-002124,PRD-0029,7,304.75,164.23,2133.25,1
ITEM-004444,ORD-002125,PRD-0004,5,315.28,125.61,1576.4,1
ITEM-004445,ORD-002125,PRD-0046,6,291.65,193.12,1749.9,1
ITEM-004446,ORD-002126,PRD-0023,3,292.62,142.19,877.86,1
ITEM-004447,ORD-002126,PRD-0024,6,186.68,112.88,1120.08,1
ITEM-004448,ORD-002126,PRD-0016,3,383.39,136.31,1150.17,0
ITEM-004449,ORD-002127,PRD-0038,4,277.68,124.47,1110.72,1
ITEM-004450,ORD-002127,PRD-0025,1,84.36,58.95,84.36,1
ITEM-004451,ORD-002128,PRD-0059,1,339.39,187.07,339.39,0
ITEM-004452,ORD-002129,PRD-0030,1,232.59,82.94,232.59,1
ITEM-004453,ORD-002130,PRD-0076,3,174.91,62.57,524.73,1
ITEM-004454,ORD-002131,PRD-0050,2,26.36,10.6,52.72,1
ITEM-004455,ORD-002131,PRD-0035,2,170.14,70.36,340.28,1
ITEM-004456,ORD-002131,PRD-0048,9,249.37,165.35,2244.33,1
ITEM-004457,ORD-002131,PRD-0019,5,224.66,145.09,1123.3,1
ITEM-004458,ORD-002132,PRD-0077,9,329.79,160.78,2968.11,1
ITEM-004459,ORD-002132,PRD-0040,7,31.44,17.52,220.08,0
ITEM-004460,ORD-002132,PRD-0043,4,199.75,130.34,799.0,1
ITEM-004461,ORD-002133,PRD-0021,2,229.81,118.82,459.62,1
ITEM-004462,ORD-002133,PRD-0039,3,221.89,106.65,665.67,1
ITEM-004463,ORD-002134,PRD-0070,5,443.08,174.59,2215.4,1
ITEM-004464,ORD-002134,PRD-0011,3,257.74,110.18,773.22,1
ITEM-004465,ORD-002134,PRD-0033,4,95.58,62.65,382.32,1
ITEM-004466,ORD-002135,PRD-0056,1,182.46,64.25,182.46,1
ITEM-004467,ORD-002135,PRD-0039,6,221.89,106.65,1331.34,1
ITEM-004468,ORD-002135,PRD-0071,8,296.43,140.08,2371.44,1
ITEM-004469,ORD-002135,PRD-0057,8,133.74,64.55,1069.92,1
ITEM-004470,ORD-002136,PRD-0057,7,133.74,64.55,936.18,1
ITEM-004471,ORD-002136,PRD-0062,2,81.57,40.39,163.14,1
ITEM-004472,ORD-002136,PRD-0030,10,232.59,82.94,2325.9,1
ITEM-004473,ORD-002137,PRD-0059,10,339.39,187.07,3393.9,0
ITEM-004474,ORD-002138,PRD-0057,8,133.74,64.55,1069.92,1
ITEM-004475,ORD-002138,PRD-0076,7,174.91,62.57,1224.37,1
ITEM-004476,ORD-002139,PRD-0058,7,188.66,92.85,1320.62,1
ITEM-004477,ORD-002139,PRD-0042,9,18.3,10.66,164.7,1
ITEM-004478,ORD-002139,PRD-0008,4,136.15,47.77,544.6,1
ITEM-004479,ORD-002140,PRD-0036,10,202.23,127.8,2022.3,1
ITEM-004480,ORD-002141,PRD-0080,5,386.83,172.73,1934.15,1
ITEM-004481,ORD-002141,PRD-0069,3,30.75,13.51,92.25,1
ITEM-004482,ORD-002141,PRD-0054,7,15.13,7.76,105.91,1
ITEM-004483,ORD-002142,PRD-0077,4,329.79,160.78,1319.16,1
ITEM-004484,ORD-002142,PRD-0005,3,133.48,76.14,400.44,1
ITEM-004485,ORD-002143,PRD-0032,4,237.14,135.77,948.56,0
ITEM-004486,ORD-002143,PRD-0052,10,189.21,97.29,1892.1,1
ITEM-004487,ORD-002143,PRD-0018,1,83.41,46.68,83.41,1
ITEM-004488,ORD-002144,PRD-0069,4,30.75,13.51,123.0,1
ITEM-004489,ORD-002145,PRD-0064,10,134.91,85.58,1349.1,1
ITEM-004490,ORD-002146,PRD-0023,2,292.62,142.19,585.24,1
ITEM-004491,ORD-002147,PRD-0008,3,136.15,47.77,408.45,1
ITEM-004492,ORD-002147,PRD-0001,7,16.36,9.88,114.52,1
ITEM-004493,ORD-002147,PRD-0010,1,485.42,190.99,485.42,1
ITEM-004494,ORD-002148,PRD-0070,9,443.08,174.59,3987.72,1
ITEM-004495,ORD-002148,PRD-0062,10,81.57,40.39,815.7,1
ITEM-004496,ORD-002149,PRD-0038,10,277.68,124.47,2776.8,1
ITEM-004497,ORD-002149,PRD-0075,8,251.02,119.58,2008.16,1
ITEM-004498,ORD-002149,PRD-0080,9,386.83,172.73,3481.47,1
ITEM-004499,ORD-002149,PRD-0059,4,339.39,187.07,1357.56,0
ITEM-004500,ORD-002150,PRD-0061,4,472.66,192.57,1890.64,1
ITEM-004501,ORD-002150,PRD-0006,6,257.0,129.8,1542.0,1
ITEM-004502,ORD-002151,PRD-0038,10,277.68,124.47,2776.8,1
ITEM-004503,ORD-002152,PRD-0027,7,58.65,25.04,410.55,1
ITEM-004504,ORD-002152,PRD-0022,4,269.21,94.37,1076.84,1
ITEM-004505,ORD-002152,PRD-0042,9,18.3,10.66,164.7,1
ITEM-004506,ORD-002153,PRD-0051,4,274.88,145.41,1099.52,1
ITEM-004507,ORD-002153,PRD-0030,3,232.59,82.94,697.77,1
ITEM-004508,ORD-002154,PRD-0009,8,300.4,108.18,2403.2,1
ITEM-004509,ORD-002155,PRD-0058,6,188.66,92.85,1131.96,1
ITEM-004510,ORD-002155,PRD-0002,3,92.63,43.77,277.89,1
ITEM-004511,ORD-002156,PRD-0056,5,182.46,64.25,912.3,1
ITEM-004512,ORD-002156,PRD-0055,10,143.03,90.89,1430.3,1
ITEM-004513,ORD-002157,PRD-0066,1,227.48,102.18,227.48,1
ITEM-004514,ORD-002158,PRD-0016,1,383.39,136.31,383.39,0
ITEM-004515,ORD-002159,PRD-0043,1,199.75,130.34,199.75,1
ITEM-004516,ORD-002160,PRD-0052,6,189.21,97.29,1135.26,1
ITEM-004517,ORD-002160,PRD-0066,5,227.48,102.18,1137.4,1
ITEM-004518,ORD-002161,PRD-0041,4,10.66,6.15,42.64,1
ITEM-004519,ORD-002162,PRD-0001,7,16.36,9.88,114.52,1
ITEM-004520,ORD-002163,PRD-0021,4,229.81,118.82,919.24,1
ITEM-004521,ORD-002163,PRD-0026,1,273.09,111.39,273.09,1
ITEM-004522,ORD-002163,PRD-0051,2,274.88,145.41,549.76,1
ITEM-004523,ORD-002164,PRD-0067,9,287.56,173.49,2588.04,1
ITEM-004524,ORD-002164,PRD-0042,10,18.3,10.66,183.0,1
ITEM-004525,ORD-002165,PRD-0047,2,386.76,155.63,773.52,1
ITEM-004526,ORD-002165,PRD-0019,1,224.66,145.09,224.66,1
ITEM-004527,ORD-002166,PRD-0076,4,174.91,62.57,699.64,1
ITEM-004528,ORD-002167,PRD-0077,6,329.79,160.78,1978.74,1
ITEM-004529,ORD-002168,PRD-0011,1,257.74,110.18,257.74,1
ITEM-004530,ORD-002168,PRD-0077,10,329.79,160.78,3297.9,1
ITEM-004531,ORD-002169,PRD-0073,8,268.28,160.25,2146.24,1
ITEM-004532,ORD-002169,PRD-0034,7,250.82,118.1,1755.74,1
ITEM-004533,ORD-002169,PRD-0017,7,339.58,185.04,2377.06,1
ITEM-004534,ORD-002170,PRD-0042,3,18.3,10.66,54.9,1
ITEM-004535,ORD-002170,PRD-0012,9,283.07,189.66,2547.63,1
ITEM-004536,ORD-002171,PRD-0072,3,339.13,128.08,1017.39,1
ITEM-004537,ORD-002171,PRD-0025,3,84.36,58.95,253.08,1
ITEM-004538,ORD-002171,PRD-0026,7,273.09,111.39,1911.63,1
ITEM-004539,ORD-002172,PRD-0059,10,339.39,187.07,3393.9,0
ITEM-004540,ORD-002172,PRD-0065,5,400.0,194.76,2000.0,1
ITEM-004541,ORD-002172,PRD-0074,8,281.58,183.0,2252.64,1
ITEM-004542,ORD-002172,PRD-0031,5,135.64,66.17,678.2,0
ITEM-004543,ORD-002172,PRD-0040,8,31.44,17.52,251.52,0
ITEM-004544,ORD-002173,PRD-0050,2,26.36,10.6,52.72,1
ITEM-004545,ORD-002174,PRD-0008,4,136.15,47.77,544.6,1
ITEM-004546,ORD-002174,PRD-0002,4,92.63,43.77,370.52,1
ITEM-004547,ORD-002175,PRD-0027,4,58.65,25.04,234.6,1
ITEM-004548,ORD-002175,PRD-0029,10,304.75,164.23,3047.5,1
ITEM-004549,ORD-002176,PRD-0022,3,269.21,94.37,807.63,1
ITEM-004550,ORD-002177,PRD-0005,5,133.48,76.14,667.4,1
ITEM-004551,ORD-002178,PRD-0023,7,292.62,142.19,2048.34,1
ITEM-004552,ORD-002178,PRD-0001,6,16.36,9.88,98.16,1
ITEM-004553,ORD-002179,PRD-0041,8,10.66,6.15,85.28,1
ITEM-004554,ORD-002180,PRD-0060,8,63.73,29.25,509.84,1
ITEM-004555,ORD-002181,PRD-0037,9,369.76,191.8,3327.84,1
ITEM-004556,ORD-002182,PRD-0080,4,386.83,172.73,1547.32,1
ITEM-004557,ORD-002183,PRD-0005,6,133.48,76.14,800.88,1
ITEM-004558,ORD-002183,PRD-0028,1,254.62,148.63,254.62,1
ITEM-004559,ORD-002184,PRD-0002,3,92.63,43.77,277.89,1
ITEM-004560,ORD-002184,PRD-0006,8,257.0,129.8,2056.0,1
ITEM-004561,ORD-002184,PRD-0057,7,133.74,64.55,936.18,1
ITEM-004562,ORD-002185,PRD-0040,7,31.44,17.52,220.08,0
ITEM-004563,ORD-002186,PRD-0001,1,16.36,9.88,16.36,1
ITEM-004564,ORD-002186,PRD-0060,10,63.73,29.25,637.3,1
ITEM-004565,ORD-002187,PRD-0076,7,174.91,62.57,1224.37,1
ITEM-004566,ORD-002188,PRD-0017,10,339.58,185.04,3395.8,1
ITEM-004567,ORD-002188,PRD-0042,9,18.3,10.66,164.7,1
ITEM-004568,ORD-002188,PRD-0074,10,281.58,183.0,2815.8,1
ITEM-004569,ORD-002188,PRD-0055,1,143.03,90.89,143.03,1
ITEM-004570,ORD-002189,PRD-0075,6,251.02,119.58,1506.12,1
ITEM-004571,ORD-002190,PRD-0040,10,31.44,17.52,314.4,0
ITEM-004572,ORD-002191,PRD-0071,10,296.43,140.08,2964.3,1
ITEM-004573,ORD-002191,PRD-0013,8,90.56,46.3,724.48,1
ITEM-004574,ORD-002192,PRD-0080,9,386.83,172.73,3481.47,1
ITEM-004575,ORD-002192,PRD-0025,6,84.36,58.95,506.16,1
ITEM-004576,ORD-002192,PRD-0057,9,133.74,64.55,1203.66,1
ITEM-004577,ORD-002193,PRD-0023,5,292.62,142.19,1463.1,1
ITEM-004578,ORD-002194,PRD-0078,7,119.55,65.24,836.85,1
ITEM-004579,ORD-002194,PRD-0046,6,291.65,193.12,1749.9,1
ITEM-004580,ORD-002194,PRD-0017,8,339.58,185.04,2716.64,1
ITEM-004581,ORD-002194,PRD-0080,9,386.83,172.73,3481.47,1
ITEM-004582,ORD-002195,PRD-0037,3,369.76,191.8,1109.28,1
ITEM-004583,ORD-002195,PRD-0007,10,141.01,66.36,1410.1,1
ITEM-004584,ORD-002195,PRD-0015,6,82.67,30.8,496.02,1
ITEM-004585,ORD-002195,PRD-0079,7,447.38,183.13,3131.66,1
ITEM-004586,ORD-002195,PRD-0066,6,227.48,102.18,1364.88,1
ITEM-004587,ORD-002196,PRD-0068,2,66.43,33.98,132.86,1
ITEM-004588,ORD-002197,PRD-0017,6,339.58,185.04,2037.48,1
ITEM-004589,ORD-002198,PRD-0055,5,143.03,90.89,715.15,1
ITEM-004590,ORD-002199,PRD-0066,8,227.48,102.18,1819.84,1
ITEM-004591,ORD-002199,PRD-0020,6,286.25,192.35,1717.5,1
ITEM-004592,ORD-002200,PRD-0024,1,186.68,112.88,186.68,1
ITEM-004593,ORD-002200,PRD-0063,3,455.89,189.31,1367.67,1
ITEM-004594,ORD-002201,PRD-0016,3,383.39,136.31,1150.17,0
ITEM-004595,ORD-002202,PRD-0036,1,202.23,127.8,202.23,1
ITEM-004596,ORD-002202,PRD-0043,8,199.75,130.34,1598.0,1
ITEM-004597,ORD-002203,PRD-0060,7,63.73,29.25,446.11,1
ITEM-004598,ORD-002203,PRD-0049,10,181.32,99.28,1813.2,1
ITEM-004599,ORD-002203,PRD-0056,6,182.46,64.25,1094.76,1
ITEM-004600,ORD-002203,PRD-0074,3,281.58,183.0,844.74,1
ITEM-004601,ORD-002203,PRD-0034,3,250.82,118.1,752.46,1
ITEM-004602,ORD-002204,PRD-0080,4,386.83,172.73,1547.32,1
ITEM-004603,ORD-002204,PRD-0023,2,292.62,142.19,585.24,1
ITEM-004604,ORD-002205,PRD-0028,1,254.62,148.63,254.62,1
ITEM-004605,ORD-002206,PRD-0066,3,227.48,102.18,682.44,1
ITEM-004606,ORD-002207,PRD-0007,7,141.01,66.36,987.07,1
ITEM-004607,ORD-002207,PRD-0021,3,229.81,118.82,689.43,1
ITEM-004608,ORD-002208,PRD-0037,6,369.76,191.8,2218.56,1
ITEM-004609,ORD-002208,PRD-0057,4,133.74,64.55,534.96,1
ITEM-004610,ORD-002209,PRD-0028,6,254.62,148.63,1527.72,1
ITEM-004611,ORD-002209,PRD-0049,8,181.32,99.28,1450.56,1
ITEM-004612,ORD-002210,PRD-0042,5,18.3,10.66,91.5,1
ITEM-004613,ORD-002210,PRD-0075,7,251.02,119.58,1757.14,1
ITEM-004614,ORD-002210,PRD-0021,10,229.81,118.82,2298.1,1
ITEM-004615,ORD-002211,PRD-0011,5,257.74,110.18,1288.7,1
ITEM-004616,ORD-002211,PRD-0055,1,143.03,90.89,143.03,1
ITEM-004617,ORD-002211,PRD-0050,7,26.36,10.6,184.52,1
ITEM-004618,ORD-002211,PRD-0029,9,304.75,164.23,2742.75,1
ITEM-004619,ORD-002212,PRD-0043,6,199.75,130.34,1198.5,1
ITEM-004620,ORD-002213,PRD-0028,7,254.62,148.63,1782.34,1
ITEM-004621,ORD-002214,PRD-0030,7,232.59,82.94,1628.13,1
ITEM-004622,ORD-002214,PRD-0037,6,369.76,191.8,2218.56,1
ITEM-004623,ORD-002214,PRD-0033,9,95.58,62.65,860.22,1
ITEM-004624,ORD-002214,PRD-0075,4,251.02,119.58,1004.08,1
ITEM-004625,ORD-002214,PRD-0019,5,224.66,145.09,1123.3,1
ITEM-004626,ORD-002215,PRD-0021,4,229.81,118.82,919.24,1
ITEM-004627,ORD-002216,PRD-0016,3,383.39,136.31,1150.17,0
ITEM-004628,ORD-002216,PRD-0014,7,193.27,119.72,1352.89,1
ITEM-004629,ORD-002216,PRD-0013,8,90.56,46.3,724.48,1
ITEM-004630,ORD-002216,PRD-0022,4,269.21,94.37,1076.84,1
ITEM-004631,ORD-002217,PRD-0056,4,182.46,64.25,729.84,1
ITEM-004632,ORD-002217,PRD-0008,3,136.15,47.77,408.45,1
ITEM-004633,ORD-002218,PRD-0042,1,18.3,10.66,18.3,1
ITEM-004634,ORD-002218,PRD-0008,9,136.15,47.77,1225.35,1
ITEM-004635,ORD-002219,PRD-0030,7,232.59,82.94,1628.13,1
ITEM-004636,ORD-002219,PRD-0007,10,141.01,66.36,1410.1,1
ITEM-004637,ORD-002219,PRD-0010,9,485.42,190.99,4368.78,1
ITEM-004638,ORD-002220,PRD-0050,7,26.36,10.6,184.52,1
ITEM-004639,ORD-002220,PRD-0001,10,16.36,9.88,163.6,1
ITEM-004640,ORD-002220,PRD-0026,6,273.09,111.39,1638.54,1
ITEM-004641,ORD-002220,PRD-0075,9,251.02,119.58,2259.18,1
ITEM-004642,ORD-002221,PRD-0077,5,329.79,160.78,1648.95,1
ITEM-004643,ORD-002221,PRD-0017,6,339.58,185.04,2037.48,1
ITEM-004644,ORD-002221,PRD-0067,1,287.56,173.49,287.56,1
ITEM-004645,ORD-002222,PRD-0050,7,26.36,10.6,184.52,1
ITEM-004646,ORD-002222,PRD-0067,8,287.56,173.49,2300.48,1
ITEM-004647,ORD-002223,PRD-0068,3,66.43,33.98,199.29,1
ITEM-004648,ORD-002224,PRD-0073,8,268.28,160.25,2146.24,1
ITEM-004649,ORD-002224,PRD-0009,4,300.4,108.18,1201.6,1
ITEM-004650,ORD-002225,PRD-0063,5,455.89,189.31,2279.45,1
ITEM-004651,ORD-002225,PRD-0001,6,16.36,9.88,98.16,1
ITEM-004652,ORD-002226,PRD-0078,2,119.55,65.24,239.1,1
ITEM-004653,ORD-002226,PRD-0033,7,95.58,62.65,669.06,1
ITEM-004654,ORD-002226,PRD-0055,3,143.03,90.89,429.09,1
ITEM-004655,ORD-002226,PRD-0023,6,292.62,142.19,1755.72,1
ITEM-004656,ORD-002227,PRD-0074,3,281.58,183.0,844.74,1
ITEM-004657,ORD-002228,PRD-0001,3,16.36,9.88,49.08,1
ITEM-004658,ORD-002229,PRD-0023,2,292.62,142.19,585.24,1
ITEM-004659,ORD-002230,PRD-0056,4,182.46,64.25,729.84,1
ITEM-004660,ORD-002230,PRD-0067,4,287.56,173.49,1150.24,1
ITEM-004661,ORD-002230,PRD-0010,8,485.42,190.99,3883.36,1
ITEM-004662,ORD-002231,PRD-0034,2,250.82,118.1,501.64,1
ITEM-004663,ORD-002231,PRD-0029,2,304.75,164.23,609.5,1
ITEM-004664,ORD-002231,PRD-0069,3,30.75,13.51,92.25,1
ITEM-004665,ORD-002232,PRD-0007,3,141.01,66.36,423.03,1
ITEM-004666,ORD-002233,PRD-0027,5,58.65,25.04,293.25,1
ITEM-004667,ORD-002233,PRD-0065,3,400.0,194.76,1200.0,1
ITEM-004668,ORD-002234,PRD-0014,3,193.27,119.72,579.81,1
ITEM-004669,ORD-002235,PRD-0065,6,400.0,194.76,2400.0,1
ITEM-004670,ORD-002236,PRD-0055,6,143.03,90.89,858.18,1
ITEM-004671,ORD-002236,PRD-0042,6,18.3,10.66,109.8,1
ITEM-004672,ORD-002237,PRD-0031,7,135.64,66.17,949.48,0
ITEM-004673,ORD-002238,PRD-0067,2,287.56,173.49,575.12,1
ITEM-004674,ORD-002238,PRD-0039,10,221.89,106.65,2218.9,1
ITEM-004675,ORD-002238,PRD-0057,4,133.74,64.55,534.96,1
ITEM-004676,ORD-002239,PRD-0060,5,63.73,29.25,318.65,1
ITEM-004677,ORD-002239,PRD-0072,6,339.13,128.08,2034.78,1
ITEM-004678,ORD-002240,PRD-0049,8,181.32,99.28,1450.56,1
