entry_id,date,account_code,account_name,debit,credit,reference,description
JE-0006063,2023-12-22,4100,Shipping Revenue,0.0,45.49,ORD-001598,Shipping charged to customer
JE-0006064,2023-12-22,4000,Product Sales,0.0,253.08,ORD-001599,Order revenue
JE-0006065,2023-12-22,5000,Cost of Goods Sold,176.85,0.0,ORD-001599,Order COGS
JE-0006066,2023-12-22,4100,Shipping Revenue,0.0,18.98,ORD-001599,Shipping charged to customer
JE-0006067,2023-12-22,2100,Sales Tax Payable,0.0,18.35,ORD-001599,Sales tax collected
JE-0006068,2023-12-22,4000,Product Sales,0.0,2547.63,ORD-001600,Order revenue
JE-0006069,2023-12-22,5000,Cost of Goods Sold,1706.94,0.0,ORD-001600,Order COGS
JE-0006070,2023-12-22,4100,Shipping Revenue,0.0,69.49,ORD-001600,Shipping charged to customer
JE-0006071,2023-12-22,4000,Product Sales,0.0,2565.35,ORD-001601,Order revenue
JE-0006072,2023-12-22,5000,Cost of Goods Sold,1319.18,0.0,ORD-001601,Order COGS
JE-0006073,2023-12-22,4100,Shipping Revenue,0.0,38.77,ORD-001601,Shipping charged to customer
JE-0006074,2023-12-22,2100,Sales Tax Payable,0.0,153.92,ORD-001601,Sales tax collected
JE-0006075,2023-12-22,4000,Product Sales,0.0,5097.21,ORD-001602,Order revenue
JE-0006076,2023-12-22,5000,Cost of Goods Sold,2484.99,0.0,ORD-001602,Order COGS
JE-0006077,2023-12-22,4100,Shipping Revenue,0.0,232.47,ORD-001602,Shipping charged to customer
JE-0006078,2023-12-22,2100,Sales Tax Payable,0.0,229.37,ORD-001602,Sales tax collected
JE-0006079,2023-12-22,4000,Product Sales,0.0,2206.96,ORD-001603,Order revenue
JE-0006080,2023-12-22,5000,Cost of Goods Sold,879.27,0.0,ORD-001603,Order COGS
JE-0006081,2023-12-22,4100,Shipping Revenue,0.0,35.61,ORD-001603,Shipping charged to customer
JE-0006082,2023-12-22,2100,Sales Tax Payable,0.0,137.94,ORD-001603,Sales tax collected
JE-0006083,2023-12-22,4000,Product Sales,0.0,1750.92,ORD-001604,Order revenue
JE-0006084,2023-12-22,5000,Cost of Goods Sold,816.68,0.0,ORD-001604,Order COGS
JE-0006085,2023-12-22,4100,Shipping Revenue,0.0,57.34,ORD-001604,Shipping charged to customer
JE-0006086,2023-12-22,4000,Product Sales,0.0,5240.17,ORD-001605,Order revenue
JE-0006087,2023-12-22,5000,Cost of Goods Sold,2912.96,0.0,ORD-001605,Order COGS
JE-0006088,2023-12-22,4100,Shipping Revenue,0.0,154.63,ORD-001605,Shipping charged to customer
JE-0006089,2023-12-22,2100,Sales Tax Payable,0.0,340.61,ORD-001605,Sales tax collected
JE-0006090,2023-12-23,4000,Product Sales,0.0,4591.64,ORD-001606,Order revenue
JE-0006091,2023-12-23,5000,Cost of Goods Sold,2445.04,0.0,ORD-001606,Order COGS
JE-0006092,2023-12-23,4100,Shipping Revenue,0.0,134.21,ORD-001606,Shipping charged to customer
JE-0006093,2023-12-23,2100,Sales Tax Payable,0.0,275.5,ORD-001606,Sales tax collected
JE-0006094,2023-12-23,4000,Product Sales,0.0,3578.95,ORD-001607,Order revenue
JE-0006095,2023-12-23,5000,Cost of Goods Sold,1447.0,0.0,ORD-001607,Order COGS
JE-0006096,2023-12-23,4100,Shipping Revenue,0.0,85.03,ORD-001607,Shipping charged to customer
JE-0006097,2023-12-23,2100,Sales Tax Payable,0.0,209.08,ORD-001607,Sales tax collected
JE-0006098,2023-12-23,4000,Product Sales,0.0,1775.12,ORD-001608,Order revenue
JE-0006099,2023-12-23,5000,Cost of Goods Sold,853.2,0.0,ORD-001608,Order COGS
JE-0006100,2023-12-23,4100,Shipping Revenue,0.0,30.01,ORD-001608,Shipping charged to customer
JE-0006101,2023-12-23,2100,Sales Tax Payable,0.0,88.76,ORD-001608,Sales tax collected
JE-0006102,2023-12-23,4000,Product Sales,0.0,3570.2,ORD-001609,Order revenue
JE-0006103,2023-12-23,5000,Cost of Goods Sold,1703.34,0.0,ORD-001609,Order COGS
JE-0006104,2023-12-23,4100,Shipping Revenue,0.0,33.07,ORD-001609,Shipping charged to customer
JE-0006105,2023-12-23,2100,Sales Tax Payable,0.0,258.84,ORD-001609,Sales tax collected
JE-0006106,2023-12-23,4000,Product Sales,0.0,1399.28,ORD-001610,Order revenue
JE-0006107,2023-12-23,5000,Cost of Goods Sold,500.56,0.0,ORD-001610,Order COGS
JE-0006108,2023-12-23,4100,Shipping Revenue,0.0,60.57,ORD-001610,Shipping charged to customer
JE-0006109,2023-12-23,2100,Sales Tax Payable,0.0,55.97,ORD-001610,Sales tax collected
JE-0006110,2023-12-23,4000,Product Sales,0.0,463.15,ORD-001611,Order revenue
JE-0006111,2023-12-23,5000,Cost of Goods Sold,218.85,0.0,ORD-001611,Order COGS
JE-0006112,2023-12-23,4100,Shipping Revenue,0.0,35.14,ORD-001611,Shipping charged to customer
JE-0006113,2023-12-23,2100,Sales Tax Payable,0.0,18.53,ORD-001611,Sales tax collected
JE-0006114,2023-12-23,4000,Product Sales,0.0,570.99,ORD-001612,Order revenue
JE-0006115,2023-12-23,5000,Cost of Goods Sold,282.73,0.0,ORD-001612,Order COGS
JE-0006116,2023-12-23,4100,Shipping Revenue,0.0,32.34,ORD-001612,Shipping charged to customer
JE-0006117,2023-12-23,2100,Sales Tax Payable,0.0,31.4,ORD-001612,Sales tax collected
JE-0006118,2023-12-24,4000,Product Sales,0.0,1924.16,ORD-001613,Order revenue
JE-0006119,2023-12-24,5000,Cost of Goods Sold,1017.87,0.0,ORD-001613,Order COGS
JE-0006120,2023-12-24,4100,Shipping Revenue,0.0,37.72,ORD-001613,Shipping charged to customer
JE-0006121,2023-12-24,2100,Sales Tax Payable,0.0,91.4,ORD-001613,Sales tax collected
JE-0006122,2023-12-24,4000,Product Sales,0.0,1774.12,ORD-001614,Order revenue
JE-0006123,2023-12-24,5000,Cost of Goods Sold,899.42,0.0,ORD-001614,Order COGS
JE-0006124,2023-12-24,4100,Shipping Revenue,0.0,89.81,ORD-001614,Shipping charged to customer
JE-0006125,2023-12-24,2100,Sales Tax Payable,0.0,32.99,ORD-001614,Sales tax collected
JE-0006126,2023-12-24,4000,Product Sales,0.0,3395.8,ORD-001615,Order revenue
JE-0006127,2023-12-24,5000,Cost of Goods Sold,1850.4,0.0,ORD-001615,Order COGS
JE-0006128,2023-12-24,4100,Shipping Revenue,0.0,94.0,ORD-001615,Shipping charged to customer
JE-0006129,2023-12-24,2100,Sales Tax Payable,0.0,169.79,ORD-001615,Sales tax collected
JE-0006130,2023-12-25,4000,Product Sales,0.0,4558.9,ORD-001616,Order revenue
JE-0006131,2023-12-25,5000,Cost of Goods Sold,1893.1,0.0,ORD-001616,Order COGS
JE-0006132,2023-12-25,4100,Shipping Revenue,0.0,39.0,ORD-001616,Shipping charged to customer
JE-0006133,2023-12-25,2100,Sales Tax Payable,0.0,284.93,ORD-001616,Sales tax collected
JE-0006134,2023-12-25,4000,Product Sales,0.0,6853.01,ORD-001617,Order revenue
JE-0006135,2023-12-25,5000,Cost of Goods Sold,3354.84,0.0,ORD-001617,Order COGS
JE-0006136,2023-12-25,4100,Shipping Revenue,0.0,147.22,ORD-001617,Shipping charged to customer
JE-0006137,2023-12-25,2100,Sales Tax Payable,0.0,289.54,ORD-001617,Sales tax collected
JE-0006138,2023-12-25,4000,Product Sales,0.0,1576.8,ORD-001618,Order revenue
JE-0006139,2023-12-25,5000,Cost of Goods Sold,921.42,0.0,ORD-001618,Order COGS
JE-0006140,2023-12-25,4100,Shipping Revenue,0.0,95.26,ORD-001618,Shipping charged to customer
JE-0006141,2023-12-25,2100,Sales Tax Payable,0.0,110.38,ORD-001618,Sales tax collected
JE-0006142,2023-12-25,4000,Product Sales,0.0,147.24,ORD-001619,Order revenue
JE-0006143,2023-12-25,5000,Cost of Goods Sold,88.92,0.0,ORD-001619,Order COGS
JE-0006144,2023-12-25,4100,Shipping Revenue,0.0,31.42,ORD-001619,Shipping charged to customer
JE-0006145,2023-12-25,2100,Sales Tax Payable,0.0,5.89,ORD-001619,Sales tax collected
JE-0006146,2023-12-25,4000,Product Sales,0.0,4097.94,ORD-001620,Order revenue
JE-0006147,2023-12-25,5000,Cost of Goods Sold,1903.48,0.0,ORD-001620,Order COGS
JE-0006148,2023-12-25,4100,Shipping Revenue,0.0,105.19,ORD-001620,Shipping charged to customer
JE-0006149,2023-12-25,2100,Sales Tax Payable,0.0,280.71,ORD-001620,Sales tax collected
JE-0006150,2023-12-25,4000,Product Sales,0.0,3813.99,ORD-001621,Order revenue
JE-0006151,2023-12-25,5000,Cost of Goods Sold,2328.06,0.0,ORD-001621,Order COGS
JE-0006152,2023-12-25,4100,Shipping Revenue,0.0,56.08,ORD-001621,Shipping charged to customer
JE-0006153,2023-12-25,2100,Sales Tax Payable,0.0,219.3,ORD-001621,Sales tax collected
JE-0006154,2023-12-26,4000,Product Sales,0.0,286.06,ORD-001622,Order revenue
JE-0006155,2023-12-26,5000,Cost of Goods Sold,181.78,0.0,ORD-001622,Order COGS
JE-0006156,2023-12-26,4100,Shipping Revenue,0.0,10.62,ORD-001622,Shipping charged to customer
JE-0006157,2023-12-26,2100,Sales Tax Payable,0.0,11.44,ORD-001622,Sales tax collected
JE-0006158,2023-12-26,4000,Product Sales,0.0,4887.95,ORD-001623,Order revenue
JE-0006159,2023-12-26,5000,Cost of Goods Sold,2126.11,0.0,ORD-001623,Order COGS
JE-0006160,2023-12-26,4100,Shipping Revenue,0.0,124.58,ORD-001623,Shipping charged to customer
JE-0006161,2023-12-26,2100,Sales Tax Payable,0.0,317.72,ORD-001623,Sales tax collected
JE-0006162,2023-12-26,4000,Product Sales,0.0,2718.88,ORD-001624,Order revenue
JE-0006163,2023-12-26,5000,Cost of Goods Sold,1731.73,0.0,ORD-001624,Order COGS
JE-0006164,2023-12-26,4100,Shipping Revenue,0.0,138.12,ORD-001624,Shipping charged to customer
JE-0006165,2023-12-26,2100,Sales Tax Payable,0.0,122.41,ORD-001624,Sales tax collected
JE-0006166,2023-12-26,4000,Product Sales,0.0,4517.68,ORD-001625,Order revenue
JE-0006167,2023-12-26,5000,Cost of Goods Sold,1860.12,0.0,ORD-001625,Order COGS
JE-0006168,2023-12-26,4100,Shipping Revenue,0.0,143.91,ORD-001625,Shipping charged to customer
JE-0006169,2023-12-26,4000,Product Sales,0.0,1915.89,ORD-001626,Order revenue
JE-0006170,2023-12-26,5000,Cost of Goods Sold,897.61,0.0,ORD-001626,Order COGS
JE-0006171,2023-12-26,4100,Shipping Revenue,0.0,82.25,ORD-001626,Shipping charged to customer
JE-0006172,2023-12-26,2100,Sales Tax Payable,0.0,91.0,ORD-001626,Sales tax collected
JE-0006173,2023-12-26,4000,Product Sales,0.0,4302.05,ORD-001627,Order revenue
JE-0006174,2023-12-26,5000,Cost of Goods Sold,2261.4,0.0,ORD-001627,Order COGS
JE-0006175,2023-12-26,4100,Shipping Revenue,0.0,48.42,ORD-001627,Shipping charged to customer
JE-0006176,2023-12-26,4000,Product Sales,0.0,1687.03,ORD-001628,Order revenue
JE-0006177,2023-12-26,5000,Cost of Goods Sold,1087.2,0.0,ORD-001628,Order COGS
JE-0006178,2023-12-26,4100,Shipping Revenue,0.0,54.14,ORD-001628,Shipping charged to customer
JE-0006179,2023-12-26,2100,Sales Tax Payable,0.0,109.66,ORD-001628,Sales tax collected
JE-0006180,2023-12-27,4000,Product Sales,0.0,1007.21,ORD-001629,Order revenue
JE-0006181,2023-12-27,5000,Cost of Goods Sold,533.22,0.0,ORD-001629,Order COGS
JE-0006182,2023-12-27,4100,Shipping Revenue,0.0,66.45,ORD-001629,Shipping charged to customer
JE-0006183,2023-12-27,2100,Sales Tax Payable,0.0,57.91,ORD-001629,Sales tax collected
JE-0006184,2023-12-27,4000,Product Sales,0.0,2730.9,ORD-001630,Order revenue
JE-0006185,2023-12-27,5000,Cost of Goods Sold,1113.9,0.0,ORD-001630,Order COGS
JE-0006186,2023-12-27,4100,Shipping Revenue,0.0,66.2,ORD-001630,Shipping charged to customer
JE-0006187,2023-12-27,2100,Sales Tax Payable,0.0,163.85,ORD-001630,Sales tax collected
JE-0006188,2023-12-27,4000,Product Sales,0.0,5697.81,ORD-001631,Order revenue
JE-0006189,2023-12-27,5000,Cost of Goods Sold,2900.33,0.0,ORD-001631,Order COGS
JE-0006190,2023-12-27,4100,Shipping Revenue,0.0,165.68,ORD-001631,Shipping charged to customer
JE-0006191,2023-12-27,2100,Sales Tax Payable,0.0,341.87,ORD-001631,Sales tax collected
JE-0006192,2023-12-27,4000,Product Sales,0.0,5445.89,ORD-001632,Order revenue
JE-0006193,2023-12-27,5000,Cost of Goods Sold,2860.95,0.0,ORD-001632,Order COGS
JE-0006194,2023-12-27,4100,Shipping Revenue,0.0,260.37,ORD-001632,Shipping charged to customer
JE-0006195,2023-12-27,2100,Sales Tax Payable,0.0,230.09,ORD-001632,Sales tax collected
JE-0006196,2023-12-27,4000,Product Sales,0.0,351.9,ORD-001633,Order revenue
JE-0006197,2023-12-27,5000,Cost of Goods Sold,150.24,0.0,ORD-001633,Order COGS
JE-0006198,2023-12-27,4100,Shipping Revenue,0.0,60.86,ORD-001633,Shipping charged to customer
JE-0006199,2023-12-27,2100,Sales Tax Payable,0.0,22.87,ORD-001633,Sales tax collected
JE-0006200,2023-12-27,4000,Product Sales,0.0,1997.5,ORD-001634,Order revenue
JE-0006201,2023-12-27,5000,Cost of Goods Sold,1303.4,0.0,ORD-001634,Order COGS
JE-0006202,2023-12-27,4100,Shipping Revenue,0.0,54.2,ORD-001634,Shipping charged to customer
JE-0006203,2023-12-27,2100,Sales Tax Payable,0.0,119.85,ORD-001634,Sales tax collected
JE-0006204,2023-12-28,4000,Product Sales,0.0,2689.7,ORD-001635,Order revenue
JE-0006205,2023-12-28,5000,Cost of Goods Sold,1306.82,0.0,ORD-001635,Order COGS
JE-0006206,2023-12-28,4100,Shipping Revenue,0.0,117.99,ORD-001635,Shipping charged to customer
JE-0006207,2023-12-28,2100,Sales Tax Payable,0.0,168.11,ORD-001635,Sales tax collected
JE-0006208,2023-12-28,4000,Product Sales,0.0,1489.69,ORD-001636,Order revenue
JE-0006209,2023-12-28,5000,Cost of Goods Sold,983.12,0.0,ORD-001636,Order COGS
JE-0006210,2023-12-28,4100,Shipping Revenue,0.0,14.72,ORD-001636,Shipping charged to customer
JE-0006211,2023-12-28,2100,Sales Tax Payable,0.0,70.73,ORD-001636,Sales tax collected
JE-0006212,2023-12-28,4000,Product Sales,0.0,1341.4,ORD-001637,Order revenue
JE-0006213,2023-12-28,5000,Cost of Goods Sold,801.25,0.0,ORD-001637,Order COGS
JE-0006214,2023-12-28,4100,Shipping Revenue,0.0,26.66,ORD-001637,Shipping charged to customer
JE-0006215,2023-12-28,2100,Sales Tax Payable,0.0,53.66,ORD-001637,Sales tax collected
JE-0006216,2023-12-28,4000,Product Sales,0.0,4096.75,ORD-001638,Order revenue
JE-0006217,2023-12-28,5000,Cost of Goods Sold,2341.43,0.0,ORD-001638,Order COGS
JE-0006218,2023-12-28,4100,Shipping Revenue,0.0,215.04,ORD-001638,Shipping charged to customer
JE-0006219,2023-12-28,2100,Sales Tax Payable,0.0,286.77,ORD-001638,Sales tax collected
JE-0006220,2023-12-28,4000,Product Sales,0.0,959.0,ORD-001639,Order revenue
JE-0006221,2023-12-28,5000,Cost of Goods Sold,438.36,0.0,ORD-001639,Order COGS
JE-0006222,2023-12-28,4100,Shipping Revenue,0.0,39.13,ORD-001639,Shipping charged to customer
JE-0006223,2023-12-28,2100,Sales Tax Payable,0.0,38.36,ORD-001639,Sales tax collected
JE-0006224,2023-12-28,4000,Product Sales,0.0,1113.75,ORD-001641,Order revenue
JE-0006225,2023-12-28,5000,Cost of Goods Sold,623.86,0.0,ORD-001641,Order COGS
JE-0006226,2023-12-28,4100,Shipping Revenue,0.0,37.45,ORD-001641,Shipping charged to customer
JE-0006227,2023-12-28,2100,Sales Tax Payable,0.0,6.69,ORD-001641,Sales tax collected
JE-0006228,2023-12-28,4000,Product Sales,0.0,4833.72,ORD-001642,Order revenue
JE-0006229,2023-12-28,5000,Cost of Goods Sold,2798.26,0.0,ORD-001642,Order COGS
JE-0006230,2023-12-28,4100,Shipping Revenue,0.0,81.26,ORD-001642,Shipping charged to customer
JE-0006231,2023-12-28,2100,Sales Tax Payable,0.0,338.36,ORD-001642,Sales tax collected
JE-0006232,2023-12-29,4000,Product Sales,0.0,2713.04,ORD-001643,Order revenue
JE-0006233,2023-12-29,5000,Cost of Goods Sold,1024.64,0.0,ORD-001643,Order COGS
JE-0006234,2023-12-29,4100,Shipping Revenue,0.0,87.61,ORD-001643,Shipping charged to customer
JE-0006235,2023-12-29,2100,Sales Tax Payable,0.0,172.28,ORD-001643,Sales tax collected
JE-0006236,2023-12-29,4000,Product Sales,0.0,1209.3,ORD-001644,Order revenue
JE-0006237,2023-12-29,5000,Cost of Goods Sold,768.15,0.0,ORD-001644,Order COGS
JE-0006238,2023-12-29,4100,Shipping Revenue,0.0,18.78,ORD-001644,Shipping charged to customer
JE-0006239,2023-12-29,2100,Sales Tax Payable,0.0,72.56,ORD-001644,Sales tax collected
JE-0006240,2023-12-29,4000,Product Sales,0.0,1334.8,ORD-001645,Order revenue
JE-0006241,2023-12-29,5000,Cost of Goods Sold,761.4,0.0,ORD-001645,Order COGS
JE-0006242,2023-12-29,4100,Shipping Revenue,0.0,21.16,ORD-001645,Shipping charged to customer
JE-0006243,2023-12-29,2100,Sales Tax Payable,0.0,76.75,ORD-001645,Sales tax collected
JE-0006244,2023-12-29,4000,Product Sales,0.0,2074.3,ORD-001646,Order revenue
JE-0006245,2023-12-29,5000,Cost of Goods Sold,1049.06,0.0,ORD-001646,Order COGS
JE-0006246,2023-12-29,4100,Shipping Revenue,0.0,77.89,ORD-001646,Shipping charged to customer
JE-0006247,2023-12-29,2100,Sales Tax Payable,0.0,129.64,ORD-001646,Sales tax collected
JE-0006248,2023-12-29,4000,Product Sales,0.0,2095.57,ORD-001647,Order revenue
JE-0006249,2023-12-29,5000,Cost of Goods Sold,1085.69,0.0,ORD-001647,Order COGS
JE-0006250,2023-12-29,4100,Shipping Revenue,0.0,101.82,ORD-001647,Shipping charged to customer
JE-0006251,2023-12-29,2100,Sales Tax Payable,0.0,70.25,ORD-001647,Sales tax collected
JE-0006252,2023-12-29,4000,Product Sales,0.0,1997.5,ORD-001648,Order revenue
JE-0006253,2023-12-29,5000,Cost of Goods Sold,1303.4,0.0,ORD-001648,Order COGS
JE-0006254,2023-12-29,4100,Shipping Revenue,0.0,72.9,ORD-001648,Shipping charged to customer
JE-0006255,2023-12-29,2100,Sales Tax Payable,0.0,79.9,ORD-001648,Sales tax collected
JE-0006256,2023-12-29,4000,Product Sales,0.0,6544.38,ORD-001649,Order revenue
JE-0006257,2023-12-29,5000,Cost of Goods Sold,3460.08,0.0,ORD-001649,Order COGS
JE-0006258,2023-12-29,4100,Shipping Revenue,0.0,209.7,ORD-001649,Shipping charged to customer
JE-0006259,2023-12-29,2100,Sales Tax Payable,0.0,375.11,ORD-001649,Sales tax collected
JE-0006260,2023-12-30,4000,Product Sales,0.0,1357.91,ORD-001650,Order revenue
JE-0006261,2023-12-30,5000,Cost of Goods Sold,585.11,0.0,ORD-001650,Order COGS
JE-0006262,2023-12-30,4100,Shipping Revenue,0.0,40.34,ORD-001650,Shipping charged to customer
JE-0006263,2023-12-30,4000,Product Sales,0.0,5972.52,ORD-001651,Order revenue
JE-0006264,2023-12-30,5000,Cost of Goods Sold,2935.93,0.0,ORD-001651,Order COGS
JE-0006265,2023-12-30,4100,Shipping Revenue,0.0,46.39,ORD-001651,Shipping charged to customer
JE-0006266,2023-12-30,2100,Sales Tax Payable,0.0,304.21,ORD-001651,Sales tax collected
JE-0006267,2023-12-30,4000,Product Sales,0.0,985.26,ORD-001652,Order revenue
JE-0006268,2023-12-30,5000,Cost of Goods Sold,477.06,0.0,ORD-001652,Order COGS
JE-0006269,2023-12-30,4100,Shipping Revenue,0.0,26.26,ORD-001652,Shipping charged to customer
JE-0006270,2023-12-30,2100,Sales Tax Payable,0.0,59.12,ORD-001652,Sales tax collected
JE-0006271,2023-12-30,4000,Product Sales,0.0,5390.44,ORD-001653,Order revenue
JE-0006272,2023-12-30,5000,Cost of Goods Sold,3179.52,0.0,ORD-001653,Order COGS
JE-0006273,2023-12-30,4100,Shipping Revenue,0.0,130.89,ORD-001653,Shipping charged to customer
JE-0006274,2023-12-30,2100,Sales Tax Payable,0.0,309.95,ORD-001653,Sales tax collected
JE-0006275,2023-12-30,4000,Product Sales,0.0,2928.29,ORD-001654,Order revenue
JE-0006276,2023-12-30,5000,Cost of Goods Sold,1901.08,0.0,ORD-001654,Order COGS
JE-0006277,2023-12-30,4100,Shipping Revenue,0.0,47.0,ORD-001654,Shipping charged to customer
JE-0006278,2023-12-30,2100,Sales Tax Payable,0.0,183.02,ORD-001654,Sales tax collected
JE-0006279,2023-12-30,4000,Product Sales,0.0,291.65,ORD-001655,Order revenue
JE-0006280,2023-12-30,5000,Cost of Goods Sold,193.12,0.0,ORD-001655,Order COGS
JE-0006281,2023-12-30,4100,Shipping Revenue,0.0,5.42,ORD-001655,Shipping charged to customer
JE-0006282,2023-12-30,2100,Sales Tax Payable,0.0,21.14,ORD-001655,Sales tax collected
JE-0006283,2023-12-30,4000,Product Sales,0.0,452.8,ORD-001656,Order revenue
JE-0006284,2023-12-30,5000,Cost of Goods Sold,231.5,0.0,ORD-001656,Order COGS
JE-0006285,2023-12-30,4100,Shipping Revenue,0.0,32.62,ORD-001656,Shipping charged to customer
JE-0006286,2023-12-30,4000,Product Sales,0.0,2207.5,ORD-001658,Order revenue
JE-0006287,2023-12-30,5000,Cost of Goods Sold,965.0,0.0,ORD-001658,Order COGS
JE-0006288,2023-12-30,4100,Shipping Revenue,0.0,88.53,ORD-001658,Shipping charged to customer
JE-0006289,2023-12-30,2100,Sales Tax Payable,0.0,151.21,ORD-001658,Sales tax collected
JE-0006290,2023-12-30,4000,Product Sales,0.0,4332.9,ORD-001659,Order revenue
JE-0006291,2023-12-30,5000,Cost of Goods Sold,2355.96,0.0,ORD-001659,Order COGS
JE-0006292,2023-12-30,4100,Shipping Revenue,0.0,93.3,ORD-001659,Shipping charged to customer
JE-0006293,2023-12-30,2100,Sales Tax Payable,0.0,259.97,ORD-001659,Sales tax collected
JE-0006294,2023-12-30,4000,Product Sales,0.0,2300.4,ORD-001660,Order revenue
JE-0006295,2023-12-30,5000,Cost of Goods Sold,1081.98,0.0,ORD-001660,Order COGS
JE-0006296,2023-12-30,4100,Shipping Revenue,0.0,17.46,ORD-001660,Shipping charged to customer
JE-0006297,2023-12-30,2100,Sales Tax Payable,0.0,115.02,ORD-001660,Sales tax collected
JE-0006298,2023-12-30,4000,Product Sales,0.0,2075.01,ORD-001661,Order revenue
JE-0006299,2023-12-30,5000,Cost of Goods Sold,980.56,0.0,ORD-001661,Order COGS
JE-0006300,2023-12-30,4100,Shipping Revenue,0.0,91.14,ORD-001661,Shipping charged to customer
JE-0006301,2023-12-30,2100,Sales Tax Payable,0.0,83.0,ORD-001661,Sales tax collected
JE-0006302,2023-12-31,4000,Product Sales,0.0,3131.66,ORD-001662,Order revenue
JE-0006303,2023-12-31,5000,Cost of Goods Sold,1281.91,0.0,ORD-001662,Order COGS
JE-0006304,2023-12-31,4100,Shipping Revenue,0.0,26.0,ORD-001662,Shipping charged to customer
JE-0006305,2023-12-31,2100,Sales Tax Payable,0.0,195.73,ORD-001662,Sales tax collected
JE-0006306,2023-12-31,4000,Product Sales,0.0,1772.32,ORD-001663,Order revenue
JE-0006307,2023-12-31,5000,Cost of Goods Sold,698.36,0.0,ORD-001663,Order COGS
JE-0006308,2023-12-31,4100,Shipping Revenue,0.0,33.43,ORD-001663,Shipping charged to customer
JE-0006309,2023-12-31,4000,Product Sales,0.0,232.59,ORD-001664,Order revenue
JE-0006310,2023-12-31,5000,Cost of Goods Sold,82.94,0.0,ORD-001664,Order COGS
JE-0006311,2023-12-31,4100,Shipping Revenue,0.0,9.23,ORD-001664,Shipping charged to customer
JE-0006312,2023-12-31,2100,Sales Tax Payable,0.0,13.96,ORD-001664,Sales tax collected
JE-0006313,2023-12-31,4000,Product Sales,0.0,5798.99,ORD-001666,Order revenue
JE-0006314,2023-12-31,5000,Cost of Goods Sold,2800.12,0.0,ORD-001666,Order COGS
JE-0006315,2023-12-31,4100,Shipping Revenue,0.0,67.79,ORD-001666,Shipping charged to customer
JE-0006316,2023-12-31,2100,Sales Tax Payable,0.0,405.93,ORD-001666,Sales tax collected
JE-0006317,2023-12-31,4000,Product Sales,0.0,3538.36,ORD-001667,Order revenue
JE-0006318,2023-12-31,5000,Cost of Goods Sold,1765.99,0.0,ORD-001667,Order COGS
JE-0006319,2023-12-31,4100,Shipping Revenue,0.0,66.16,ORD-001667,Shipping charged to customer
JE-0006320,2023-12-31,2100,Sales Tax Payable,0.0,221.15,ORD-001667,Sales tax collected
JE-0006321,2023-12-31,4000,Product Sales,0.0,3416.89,ORD-001668,Order revenue
JE-0006322,2023-12-31,5000,Cost of Goods Sold,1571.87,0.0,ORD-001668,Order COGS
JE-0006323,2023-12-31,4100,Shipping Revenue,0.0,44.08,ORD-001668,Shipping charged to customer
JE-0006324,2023-12-31,2100,Sales Tax Payable,0.0,216.97,ORD-001668,Sales tax collected
JE-0006325,2024-01-01,4000,Product Sales,0.0,3834.19,ORD-001669,Order revenue
JE-0006326,2024-01-01,5000,Cost of Goods Sold,2057.89,0.0,ORD-001669,Order COGS
JE-0006327,2024-01-01,4100,Shipping Revenue,0.0,68.98,ORD-001669,Shipping charged to customer
JE-0006328,2024-01-01,2100,Sales Tax Payable,0.0,239.64,ORD-001669,Sales tax collected
JE-0006329,2024-01-01,4000,Product Sales,0.0,472.66,ORD-001670,Order revenue
JE-0006330,2024-01-01,5000,Cost of Goods Sold,192.57,0.0,ORD-001670,Order COGS
JE-0006331,2024-01-01,4100,Shipping Revenue,0.0,8.11,ORD-001670,Shipping charged to customer
JE-0006332,2024-01-01,2100,Sales Tax Payable,0.0,25.05,ORD-001670,Sales tax collected
JE-0006333,2024-01-01,4000,Product Sales,0.0,465.18,ORD-001671,Order revenue
JE-0006334,2024-01-01,5000,Cost of Goods Sold,165.88,0.0,ORD-001671,Order COGS
JE-0006335,2024-01-01,4100,Shipping Revenue,0.0,18.56,ORD-001671,Shipping charged to customer
JE-0006336,2024-01-01,2100,Sales Tax Payable,0.0,31.86,ORD-001671,Sales tax collected
JE-0006337,2024-01-02,4000,Product Sales,0.0,1450.56,ORD-001672,Order revenue
JE-0006338,2024-01-02,5000,Cost of Goods Sold,794.24,0.0,ORD-001672,Order COGS
JE-0006339,2024-01-02,4100,Shipping Revenue,0.0,41.1,ORD-001672,Shipping charged to customer
JE-0006340,2024-01-02,2100,Sales Tax Payable,0.0,64.55,ORD-001672,Sales tax collected
JE-0006341,2024-01-02,4000,Product Sales,0.0,3047.5,ORD-001673,Order revenue
JE-0006342,2024-01-02,5000,Cost of Goods Sold,1642.3,0.0,ORD-001673,Order COGS
JE-0006343,2024-01-02,4100,Shipping Revenue,0.0,38.6,ORD-001673,Shipping charged to customer
JE-0006344,2024-01-02,2100,Sales Tax Payable,0.0,147.8,ORD-001673,Sales tax collected
JE-0006345,2024-01-02,4000,Product Sales,0.0,2726.43,ORD-001674,Order revenue
JE-0006346,2024-01-02,5000,Cost of Goods Sold,1532.03,0.0,ORD-001674,Order COGS
JE-0006347,2024-01-02,4100,Shipping Revenue,0.0,113.08,ORD-001674,Shipping charged to customer
JE-0006348,2024-01-02,2100,Sales Tax Payable,0.0,152.27,ORD-001674,Sales tax collected
