shipment_id,order_id,carrier,allocated_cost,allocation_pct
SHIP-000889,ORD-000921,USPS,49.79,1.0
SHIP-000890,ORD-000922,UPS,50.33,1.0
SHIP-000891,ORD-000923,DHL,87.8,1.0
SHIP-000892,ORD-000924,DHL,41.07,1.0
SHIP-000893,ORD-000925,USPS,32.71,1.0
SHIP-000894,ORD-000926,DHL,79.37,1.0
SHIP-000895,ORD-000927,UPS,129.18,1.0
SHIP-000896,ORD-000928,UPS,77.88,1.0
SHIP-000897,ORD-000929,UPS,29.27,1.0
SHIP-000898,ORD-000930,Amazon Logistics,66.16,1.0
SHIP-000899,ORD-000931,UPS,85.31,1.0
SHIP-000900,ORD-000932,DHL,162.1,1.0
SHIP-000901,ORD-000933,USPS,39.73,1.0
SHIP-000902,ORD-000934,USPS,42.15,1.0
SHIP-000903,ORD-000935,DHL,256.48,1.0
SHIP-000904,ORD-000936,DHL,74.59,1.0
SHIP-000905,ORD-000937,USPS,8.03,1.0
SHIP-000906,ORD-000938,USPS,29.78,1.0
SHIP-000907,ORD-000939,UPS,34.8,1.0
SHIP-000908,ORD-000940,Amazon Logistics,7.95,1.0
SHIP-000909,ORD-000941,DHL,49.82,1.0
SHIP-000910,ORD-000942,FedEx,13.02,1.0
SHIP-000911,ORD-000943,DHL,93.14,1.0
SHIP-000912,ORD-000944,FedEx,48.91,1.0
SHIP-000913,ORD-000945,FedEx,15.02,1.0
SHIP-000914,ORD-000946,FedEx,69.93,1.0
SHIP-000915,ORD-000947,DHL,197.28,1.0
SHIP-000916,ORD-000948,DHL,69.49,1.0
SHIP-000917,ORD-000949,USPS,47.45,1.0
SHIP-000918,ORD-000950,DHL,96.65,1.0
SHIP-000919,ORD-000951,UPS,53.62,1.0
SHIP-000920,ORD-000952,UPS,22.89,1.0
SHIP-000921,ORD-000953,DHL,18.53,1.0
SHIP-000922,ORD-000954,DHL,102.86,1.0
SHIP-000923,ORD-000955,Amazon Logistics,46.83,1.0
SHIP-000924,ORD-000956,UPS,25.91,1.0
SHIP-000925,ORD-000957,UPS,32.78,1.0
SHIP-000926,ORD-000958,Amazon Logistics,15.71,1.0
SHIP-000927,ORD-000959,DHL,180.18,1.0
SHIP-000928,ORD-000960,DHL,92.12,1.0
SHIP-000929,ORD-000962,FedEx,12.62,1.0
SHIP-000930,ORD-000964,USPS,39.94,1.0
SHIP-000931,ORD-000965,UPS,40.28,1.0
SHIP-000932,ORD-000966,DHL,24.14,1.0
SHIP-000933,ORD-000967,Amazon Logistics,31.82,1.0
SHIP-000934,ORD-000968,FedEx,57.91,1.0
SHIP-000935,ORD-000969,Amazon Logistics,41.2,1.0
SHIP-000936,ORD-000970,FedEx,54.49,1.0
SHIP-000937,ORD-000971,UPS,55.84,1.0
SHIP-000938,ORD-000972,DHL,147.71,1.0
SHIP-000939,ORD-000973,USPS,78.93,1.0
SHIP-000940,ORD-000974,Amazon Logistics,9.05,1.0
SHIP-000941,ORD-000975,FedEx,93.81,1.0
SHIP-000942,ORD-000976,USPS,52.93,1.0
SHIP-000943,ORD-000977,FedEx,30.46,1.0
SHIP-000944,ORD-000978,USPS,23.38,1.0
SHIP-000945,ORD-000979,FedEx,24.16,1.0
SHIP-000946,ORD-000980,UPS,15.96,1.0
SHIP-000947,ORD-000981,UPS,35.14,1.0
SHIP-000948,ORD-000982,UPS,157.46,1.0
SHIP-000949,ORD-000983,Amazon Logistics,27.15,1.0
SHIP-000950,ORD-000984,DHL,39.59,1.0
SHIP-000951,ORD-000985,UPS,42.54,1.0
SHIP-000952,ORD-000986,DHL,34.51,1.0
SHIP-000953,ORD-000987,Amazon Logistics,38.75,1.0
SHIP-000954,ORD-000988,DHL,125.65,1.0
SHIP-000955,ORD-000989,FedEx,76.17,1.0
SHIP-000956,ORD-000990,UPS,125.96,1.0
SHIP-000957,ORD-000991,UPS,18.73,1.0
SHIP-000958,ORD-000992,FedEx,45.25,1.0
SHIP-000959,ORD-000993,DHL,17.2,1.0
SHIP-000960,ORD-000994,DHL,29.23,1.0
SHIP-000961,ORD-000995,Amazon Logistics,60.62,1.0
SHIP-000962,ORD-000996,DHL,118.84,1.0
SHIP-000963,ORD-000997,DHL,128.03,1.0
SHIP-000964,ORD-000998,USPS,50.22,1.0
SHIP-000965,ORD-000999,USPS,14.44,1.0
SHIP-000966,ORD-001000,Amazon Logistics,84.05,1.0
SHIP-000967,ORD-001001,FedEx,30.87,1.0
SHIP-000968,ORD-001002,DHL,54.01,1.0
SHIP-000969,ORD-001003,DHL,29.1,1.0
SHIP-000970,ORD-001004,UPS,43.71,1.0
SHIP-000971,ORD-001006,Amazon Logistics,88.63,1.0
SHIP-000972,ORD-001007,USPS,29.3,1.0
SHIP-000973,ORD-001008,USPS,25.7,1.0
SHIP-000974,ORD-001009,USPS,51.04,1.0
SHIP-000975,ORD-001010,UPS,40.78,1.0
SHIP-000976,ORD-001011,Amazon Logistics,32.14,1.0
SHIP-000977,ORD-001012,USPS,54.6,1.0
SHIP-000978,ORD-001013,FedEx,143.4,1.0
SHIP-000979,ORD-001015,Amazon Logistics,25.81,1.0
SHIP-000980,ORD-001016,UPS,30.12,1.0
SHIP-000981,ORD-001017,UPS,51.96,1.0
SHIP-000982,ORD-001018,DHL,201.86,1.0
SHIP-000983,ORD-001019,DHL,63.63,1.0
SHIP-000984,ORD-001020,FedEx,14.24,1.0
SHIP-000985,ORD-001021,DHL,21.86,1.0
SHIP-000986,ORD-001022,UPS,8.8,1.0
SHIP-000987,ORD-001023,UPS,94.91,1.0
SHIP-000988,ORD-001024,DHL,58.77,1.0
SHIP-000989,ORD-001025,Amazon Logistics,18.16,1.0
SHIP-000990,ORD-001026,DHL,91.15,1.0
SHIP-000991,ORD-001027,Amazon Logistics,109.46,1.0
SHIP-000992,ORD-001028,USPS,35.08,1.0
SHIP-000993,ORD-001029,FedEx,72.55,1.0
SHIP-000994,ORD-001030,USPS,56.65,1.0
SHIP-000995,ORD-001031,UPS,65.38,1.0
SHIP-000996,ORD-001032,USPS,50.45,1.0
SHIP-000997,ORD-001033,FedEx,35.46,1.0
SHIP-000998,ORD-001034,DHL,154.46,1.0
SHIP-000999,ORD-001035,FedEx,70.12,1.0
SHIP-001000,ORD-001036,Amazon Logistics,12.08,1.0
SHIP-001001,ORD-001037,DHL,62.78,1.0
SHIP-001002,ORD-001039,FedEx,71.78,1.0
SHIP-001003,ORD-001040,UPS,61.54,1.0
SHIP-001004,ORD-001041,USPS,59.1,1.0
SHIP-001005,ORD-001043,UPS,80.92,1.0
SHIP-001006,ORD-001044,UPS,10.46,1.0
SHIP-001007,ORD-001045,UPS,19.16,1.0
SHIP-001008,ORD-001046,DHL,18.53,1.0
SHIP-001009,ORD-001047,DHL,161.35,1.0
SHIP-001010,ORD-001048,UPS,37.0,1.0
SHIP-001011,ORD-001049,USPS,16.71,1.0
SHIP-001012,ORD-001050,Amazon Logistics,53.86,1.0
SHIP-001013,ORD-001051,UPS,9.46,1.0
SHIP-001014,ORD-001052,UPS,82.52,1.0
SHIP-001015,ORD-001053,DHL,119.58,1.0
SHIP-001016,ORD-001054,DHL,77.41,1.0
SHIP-001017,ORD-001055,DHL,195.89,1.0
SHIP-001018,ORD-001056,Amazon Logistics,43.69,1.0
SHIP-001019,ORD-001057,DHL,166.64,1.0
SHIP-001020,ORD-001058,DHL,22.52,1.0
SHIP-001021,ORD-001059,UPS,54.12,1.0
SHIP-001022,ORD-001060,USPS,95.06,1.0
SHIP-001023,ORD-001061,UPS,109.4,1.0
SHIP-001024,ORD-001062,UPS,10.58,1.0
SHIP-001025,ORD-001063,Amazon Logistics,46.78,1.0
SHIP-001026,ORD-001064,Amazon Logistics,64.62,1.0
SHIP-001027,ORD-001065,DHL,46.52,1.0
SHIP-001028,ORD-001066,UPS,113.08,1.0
SHIP-001029,ORD-001067,USPS,11.54,1.0
SHIP-001030,ORD-001068,FedEx,92.31,1.0
SHIP-001031,ORD-001069,USPS,41.55,1.0
SHIP-001032,ORD-001070,USPS,16.17,1.0
SHIP-001033,ORD-001071,DHL,136.81,1.0
SHIP-001034,ORD-001072,DHL,22.43,1.0
SHIP-001035,ORD-001073,FedEx,84.58,1.0
SHIP-001036,ORD-001074,DHL,120.86,1.0
SHIP-001037,ORD-001075,DHL,96.63,1.0
SHIP-001038,ORD-001076,DHL,69.49,1.0
SHIP-001039,ORD-001077,DHL,100.9,1.0
SHIP-001040,ORD-001078,UPS,67.48,1.0
SHIP-001041,ORD-001079,UPS,48.31,1.0
SHIP-001042,ORD-001080,USPS,44.78,1.0
SHIP-001043,ORD-001081,DHL,51.31,1.0
SHIP-001044,ORD-001082,UPS,20.76,1.0
SHIP-001045,ORD-001083,Amazon Logistics,54.18,1.0
SHIP-001046,ORD-001084,UPS,26.42,1.0
SHIP-001047,ORD-001085,DHL,88.37,1.0
SHIP-001048,ORD-001086,Amazon Logistics,42.23,1.0
SHIP-001049,ORD-001087,DHL,30.64,1.0
SHIP-001050,ORD-001088,DHL,76.47,1.0
SHIP-001051,ORD-001089,Amazon Logistics,12.32,1.0
SHIP-001052,ORD-001090,UPS,56.22,1.0
SHIP-001053,ORD-001091,FedEx,46.58,1.0
SHIP-001054,ORD-001092,FedEx,14.89,1.0
SHIP-001055,ORD-001093,USPS,30.0,1.0
SHIP-001056,ORD-001094,UPS,127.04,1.0
SHIP-001057,ORD-001095,DHL,78.78,1.0
SHIP-001058,ORD-001096,Amazon Logistics,18.51,1.0
SHIP-001059,ORD-001097,USPS,30.25,1.0
SHIP-001060,ORD-001098,Amazon Logistics,101.39,1.0
SHIP-001061,ORD-001099,UPS,115.68,1.0
SHIP-001062,ORD-001100,DHL,156.07,1.0
SHIP-001063,ORD-001101,UPS,100.92,1.0
SHIP-001064,ORD-001102,DHL,46.52,1.0
SHIP-001065,ORD-001103,FedEx,34.78,1.0
SHIP-001066,ORD-001104,Amazon Logistics,12.46,1.0
SHIP-001067,ORD-001105,DHL,154.6,1.0
SHIP-001068,ORD-001106,Amazon Logistics,95.25,1.0
SHIP-001069,ORD-001107,Amazon Logistics,26.32,1.0
SHIP-001070,ORD-001108,UPS,31.42,1.0
SHIP-001071,ORD-001109,DHL,37.99,1.0
SHIP-001072,ORD-001110,USPS,62.54,1.0
SHIP-001073,ORD-001111,Amazon Logistics,39.37,1.0
SHIP-001074,ORD-001112,USPS,47.22,1.0
SHIP-001075,ORD-001113,USPS,44.81,1.0
SHIP-001076,ORD-001114,UPS,88.91,1.0
SHIP-001077,ORD-001115,DHL,78.08,1.0
SHIP-001078,ORD-001116,UPS,57.01,1.0
SHIP-001079,ORD-001117,UPS,47.3,1.0
SHIP-001080,ORD-001118,UPS,102.54,1.0
SHIP-001081,ORD-001119,FedEx,147.69,1.0
SHIP-001082,ORD-001120,UPS,16.34,1.0
SHIP-001083,ORD-001121,FedEx,44.55,1.0
SHIP-001084,ORD-001122,Amazon Logistics,18.02,1.0
SHIP-001085,ORD-001123,UPS,64.49,1.0
SHIP-001086,ORD-001124,USPS,51.42,1.0
SHIP-001087,ORD-001125,DHL,85.92,1.0
SHIP-001088,ORD-001126,UPS,131.94,1.0
SHIP-001089,ORD-001127,FedEx,149.91,1.0
SHIP-001090,ORD-001128,DHL,111.62,1.0
SHIP-001091,ORD-001129,DHL,167.56,1.0
SHIP-001092,ORD-001130,USPS,20.46,1.0
SHIP-001093,ORD-001131,DHL,76.18,1.0
SHIP-001094,ORD-001132,UPS,27.54,1.0
SHIP-001095,ORD-001133,USPS,36.52,1.0
SHIP-001096,ORD-001134,Amazon Logistics,23.66,1.0
SHIP-001097,ORD-001135,UPS,93.08,1.0
SHIP-001098,ORD-001136,UPS,107.92,1.0
SHIP-001099,ORD-001137,DHL,188.63,1.0
SHIP-001100,ORD-001138,FedEx,108.06,1.0
SHIP-001101,ORD-001139,Amazon Logistics,83.93,1.0
SHIP-001102,ORD-001140,Amazon Logistics,40.04,1.0
SHIP-001103,ORD-001141,USPS,82.22,1.0
SHIP-001104,ORD-001142,FedEx,71.28,1.0
SHIP-001105,ORD-001143,USPS,62.31,1.0
SHIP-001106,ORD-001144,USPS,66.53,1.0
SHIP-001107,ORD-001145,FedEx,80.02,1.0
SHIP-001108,ORD-001146,FedEx,17.04,1.0
SHIP-001109,ORD-001147,DHL,119.75,1.0
SHIP-001110,ORD-001148,Amazon Logistics,7.54,1.0
SHIP-001111,ORD-001149,USPS,42.11,1.0
SHIP-001112,ORD-001150,UPS,149.05,1.0
SHIP-001113,ORD-001151,DHL,170.08,1.0
SHIP-001114,ORD-001152,DHL,262.66,1.0
SHIP-001115,ORD-001153,FedEx,66.3,1.0
SHIP-001116,ORD-001154,USPS,60.51,1.0
SHIP-001117,ORD-001155,USPS,40.79,1.0
SHIP-001118,ORD-001156,USPS,48.16,1.0
SHIP-001119,ORD-001158,DHL,91.29,1.0
SHIP-001120,ORD-001159,FedEx,13.72,1.0
SHIP-001121,ORD-001160,FedEx,23.78,1.0
SHIP-001122,ORD-001161,FedEx,64.03,1.0
SHIP-001123,ORD-001162,USPS,45.49,1.0
SHIP-001124,ORD-001163,USPS,97.74,1.0
SHIP-001125,ORD-001164,DHL,144.85,1.0
SHIP-001126,ORD-001165,Amazon Logistics,43.59,1.0
SHIP-001127,ORD-001166,UPS,50.08,1.0
SHIP-001128,ORD-001167,FedEx,33.39,1.0
SHIP-001129,ORD-001168,FedEx,53.61,1.0
SHIP-001130,ORD-001169,Amazon Logistics,38.69,1.0
SHIP-001131,ORD-001170,DHL,46.83,1.0
SHIP-001132,ORD-001171,UPS,27.37,1.0
SHIP-001133,ORD-001172,USPS,27.25,1.0
SHIP-001134,ORD-001173,Amazon Logistics,19.08,1.0
SHIP-001135,ORD-001174,FedEx,112.23,1.0
SHIP-001136,ORD-001175,DHL,172.39,1.0
SHIP-001137,ORD-001176,USPS,64.46,1.0
SHIP-001138,ORD-001177,UPS,24.43,1.0
SHIP-001139,ORD-001178,USPS,68.06,1.0
SHIP-001140,ORD-001179,DHL,23.98,1.0
SHIP-001141,ORD-001180,USPS,17.59,1.0
SHIP-001142,ORD-001181,USPS,21.83,1.0
SHIP-001143,ORD-001182,USPS,62.3,1.0
SHIP-001144,ORD-001183,DHL,106.35,1.0
SHIP-001145,ORD-001184,FedEx,120.55,1.0
SHIP-001146,ORD-001185,UPS,93.88,1.0
SHIP-001147,ORD-001186,UPS,46.39,1.0
SHIP-001148,ORD-001187,Amazon Logistics,16.75,1.0
SHIP-001149,ORD-001188,UPS,59.66,1.0
SHIP-001150,ORD-001189,FedEx,121.64,1.0
SHIP-001151,ORD-001190,USPS,49.12,1.0
SHIP-001152,ORD-001191,USPS,58.69,1.0
SHIP-001153,ORD-001192,UPS,74.02,1.0
SHIP-001154,ORD-001193,UPS,95.12,1.0
SHIP-001155,ORD-001194,FedEx,143.85,1.0
SHIP-001156,ORD-001195,USPS,41.25,1.0
SHIP-001157,ORD-001196,DHL,55.75,1.0
SHIP-001158,ORD-001198,UPS,82.2,1.0
SHIP-001159,ORD-001199,USPS,47.59,1.0
SHIP-001160,ORD-001200,FedEx,131.34,1.0
SHIP-001161,ORD-001201,UPS,59.9,1.0
SHIP-001162,ORD-001202,FedEx,114.03,1.0
SHIP-001163,ORD-001203,USPS,20.12,1.0
SHIP-001164,ORD-001204,Amazon Logistics,95.64,1.0
SHIP-001165,ORD-001205,DHL,166.7,1.0
SHIP-001166,ORD-001206,Amazon Logistics,72.55,1.0
SHIP-001167,ORD-001207,UPS,134.25,1.0
SHIP-001168,ORD-001208,Amazon Logistics,16.1,1.0
SHIP-001169,ORD-001209,Amazon Logistics,54.47,1.0
SHIP-001170,ORD-001210,FedEx,124.4,1.0
SHIP-001171,ORD-001211,USPS,90.98,1.0
SHIP-001172,ORD-001213,UPS,38.77,1.0
SHIP-001173,ORD-001214,FedEx,141.39,1.0
SHIP-001174,ORD-001215,FedEx,127.54,1.0
SHIP-001175,ORD-001216,Amazon Logistics,15.15,1.0
SHIP-001176,ORD-001217,DHL,30.01,1.0
SHIP-001177,ORD-001218,DHL,53.8,1.0
SHIP-001178,ORD-001219,FedEx,118.94,1.0
SHIP-001179,ORD-001220,DHL,31.08,1.0
SHIP-001180,ORD-001221,UPS,12.65,1.0
SHIP-001181,ORD-001222,Amazon Logistics,25.36,1.0
SHIP-001182,ORD-001223,UPS,109.39,1.0
SHIP-001183,ORD-001224,UPS,13.26,1.0
SHIP-001184,ORD-001225,Amazon Logistics,23.68,1.0
SHIP-001185,ORD-001226,FedEx,27.97,1.0
SHIP-001186,ORD-001227,UPS,18.62,1.0
SHIP-001187,ORD-001228,Amazon Logistics,28.42,1.0
SHIP-001188,ORD-001229,DHL,156.15,1.0
SHIP-001189,ORD-001230,Amazon Logistics,21.85,1.0
SHIP-001190,ORD-001231,FedEx,36.77,1.0
SHIP-001191,ORD-001232,USPS,29.7,1.0
SHIP-001192,ORD-001233,DHL,77.64,1.0
SHIP-001193,ORD-001234,FedEx,81.83,1.0
SHIP-001194,ORD-001235,Amazon Logistics,42.77,1.0
SHIP-001195,ORD-001236,DHL,102.87,1.0
SHIP-001196,ORD-001238,USPS,71.35,1.0
SHIP-001197,ORD-001239,FedEx,20.75,1.0
SHIP-001198,ORD-001240,DHL,157.0,1.0
SHIP-001199,ORD-001241,Amazon Logistics,59.05,1.0
SHIP-001200,ORD-001242,USPS,9.61,1.0
SHIP-001201,ORD-001243,UPS,33.2,1.0
SHIP-001202,ORD-001244,FedEx,14.75,1.0
SHIP-001203,ORD-001245,Amazon Logistics,33.71,1.0
SHIP-001204,ORD-001246,USPS,47.93,1.0
SHIP-001205,ORD-001247,USPS,109.62,1.0
SHIP-001206,ORD-001248,DHL,34.21,1.0
SHIP-001207,ORD-001249,UPS,40.62,1.0
SHIP-001208,ORD-001250,DHL,125.8,1.0
SHIP-001209,ORD-001251,DHL,75.23,1.0
SHIP-001210,ORD-001252,FedEx,126.88,1.0
SHIP-001211,ORD-001253,FedEx,63.15,1.0
SHIP-001212,ORD-001254,UPS,69.05,1.0
SHIP-001213,ORD-001255,Amazon Logistics,40.19,1.0
SHIP-001214,ORD-001256,UPS,51.96,1.0
SHIP-001215,ORD-001257,FedEx,19.52,1.0
SHIP-001216,ORD-001258,FedEx,21.0,1.0
SHIP-001217,ORD-001259,Amazon Logistics,53.08,1.0
SHIP-001218,ORD-001260,UPS,27.83,1.0
SHIP-001219,ORD-001261,UPS,18.73,1.0
SHIP-001220,ORD-001262,Amazon Logistics,64.44,1.0
SHIP-001221,ORD-001263,FedEx,9.2,1.0
SHIP-001222,ORD-001264,DHL,177.85,1.0
SHIP-001223,ORD-001265,UPS,161.88,1.0
SHIP-001224,ORD-001266,Amazon Logistics,115.04,1.0
SHIP-001225,ORD-001267,Amazon Logistics,42.05,1.0
SHIP-001226,ORD-001268,Amazon Logistics,30.22,1.0
SHIP-001227,ORD-001269,DHL,67.01,1.0
SHIP-001228,ORD-001270,USPS,43.98,1.0
SHIP-001229,ORD-001271,FedEx,61.34,1.0
SHIP-001230,ORD-001272,DHL,34.74,1.0
SHIP-001231,ORD-001273,FedEx,39.84,1.0
SHIP-001232,ORD-001274,UPS,80.24,1.0
SHIP-001233,ORD-001275,DHL,47.52,1.0
SHIP-001234,ORD-001276,Amazon Logistics,95.67,1.0
SHIP-001235,ORD-001277,FedEx,49.52,1.0
SHIP-001236,ORD-001278,FedEx,38.47,1.0
SHIP-001237,ORD-001279,FedEx,88.1,1.0
SHIP-001238,ORD-001280,UPS,67.96,1.0
SHIP-001239,ORD-001281,UPS,48.34,1.0
SHIP-001240,ORD-001282,FedEx,82.42,1.0
SHIP-001241,ORD-001283,UPS,34.7,1.0
SHIP-001242,ORD-001284,USPS,90.12,1.0
SHIP-001243,ORD-001285,Amazon Logistics,108.9,1.0
SHIP-001244,ORD-001286,DHL,96.92,1.0
SHIP-001245,ORD-001287,UPS,23.2,1.0
SHIP-001246,ORD-001288,UPS,37.77,1.0
SHIP-001247,ORD-001289,FedEx,40.43,1.0
SHIP-001248,ORD-001290,UPS,25.1,1.0
SHIP-001249,ORD-001291,USPS,18.18,1.0
SHIP-001250,ORD-001292,DHL,82.51,1.0
SHIP-001251,ORD-001293,UPS,13.92,1.0
SHIP-001252,ORD-001294,Amazon Logistics,14.08,1.0
SHIP-001253,ORD-001295,FedEx,60.3,1.0
SHIP-001254,ORD-001296,FedEx,51.52,1.0
SHIP-001255,ORD-001297,Amazon Logistics,35.26,1.0
SHIP-001256,ORD-001298,DHL,214.15,1.0
SHIP-001257,ORD-001300,DHL,83.94,1.0
SHIP-001258,ORD-001302,Amazon Logistics,14.41,1.0
SHIP-001259,ORD-001303,USPS,37.76,1.0
SHIP-001260,ORD-001304,Amazon Logistics,28.82,1.0
SHIP-001261,ORD-001305,UPS,76.9,1.0
SHIP-001262,ORD-001306,DHL,23.74,1.0
SHIP-001263,ORD-001307,FedEx,172.94,1.0
SHIP-001264,ORD-001308,FedEx,135.87,1.0
SHIP-001265,ORD-001309,FedEx,21.4,1.0
SHIP-001266,ORD-001310,FedEx,42.36,1.0
SHIP-001267,ORD-001311,DHL,10.78,1.0
SHIP-001268,ORD-001312,Amazon Logistics,36.35,1.0
SHIP-001269,ORD-001313,FedEx,69.38,1.0
SHIP-001270,ORD-001314,DHL,101.59,1.0
SHIP-001271,ORD-001315,DHL,164.16,1.0
SHIP-001272,ORD-001316,DHL,113.74,1.0
SHIP-001273,ORD-001317,USPS,161.37,1.0
SHIP-001274,ORD-001318,UPS,61.04,1.0
SHIP-001275,ORD-001319,Amazon Logistics,21.91,1.0
SHIP-001276,ORD-001320,FedEx,92.63,1.0
SHIP-001277,ORD-001321,FedEx,12.67,1.0
SHIP-001278,ORD-001322,Amazon Logistics,27.35,1.0
SHIP-001279,ORD-001323,Amazon Logistics,33.12,1.0
SHIP-001280,ORD-001324,UPS,26.18,1.0
SHIP-001281,ORD-001325,USPS,41.82,1.0
SHIP-001282,ORD-001326,DHL,100.62,1.0
SHIP-001283,ORD-001327,USPS,28.36,1.0
SHIP-001284,ORD-001328,FedEx,19.7,1.0
SHIP-001285,ORD-001329,Amazon Logistics,25.86,1.0
SHIP-001286,ORD-001330,UPS,24.51,1.0
SHIP-001287,ORD-001331,DHL,62.27,1.0
SHIP-001288,ORD-001332,USPS,98.59,1.0
SHIP-001289,ORD-001333,USPS,74.5,1.0
SHIP-001290,ORD-001334,FedEx,84.88,1.0
SHIP-001291,ORD-001335,Amazon Logistics,7.96,1.0
SHIP-001292,ORD-001336,DHL,50.68,1.0
SHIP-001293,ORD-001337,Amazon Logistics,28.87,1.0
SHIP-001294,ORD-001338,FedEx,19.31,1.0
SHIP-001295,ORD-001339,DHL,38.01,1.0
SHIP-001296,ORD-001340,UPS,25.04,1.0
SHIP-001297,ORD-001342,FedEx,50.94,1.0
SHIP-001298,ORD-001343,USPS,65.84,1.0
SHIP-001299,ORD-001344,USPS,40.26,1.0
SHIP-001300,ORD-001345,UPS,136.82,1.0
SHIP-001301,ORD-001346,FedEx,11.43,1.0
SHIP-001302,ORD-001347,DHL,158.37,1.0
SHIP-001303,ORD-001348,USPS,34.34,1.0
SHIP-001304,ORD-001349,DHL,66.92,1.0
SHIP-001305,ORD-001350,UPS,89.43,1.0
SHIP-001306,ORD-001351,FedEx,186.1,1.0
SHIP-001307,ORD-001352,UPS,44.24,1.0
SHIP-001308,ORD-001353,DHL,87.01,1.0
SHIP-001309,ORD-001354,USPS,79.99,1.0
SHIP-001310,ORD-001355,UPS,17.56,1.0
SHIP-001311,ORD-001356,USPS,23.89,1.0
SHIP-001312,ORD-001357,UPS,18.9,1.0
SHIP-001313,ORD-001358,FedEx,140.8,1.0
SHIP-001314,ORD-001359,FedEx,42.2,1.0
SHIP-001315,ORD-001360,Amazon Logistics,12.48,1.0
SHIP-001316,ORD-001361,Amazon Logistics,14.27,1.0
SHIP-001317,ORD-001362,USPS,17.96,1.0
SHIP-001318,ORD-001363,Amazon Logistics,48.98,1.0
SHIP-001319,ORD-001364,Amazon Logistics,16.63,1.0
SHIP-001320,ORD-001365,USPS,45.72,1.0
SHIP-001321,ORD-001366,UPS,104.96,1.0
SHIP-001322,ORD-001367,Amazon Logistics,20.53,1.0
SHIP-001323,ORD-001368,FedEx,113.97,1.0
SHIP-001324,ORD-001369,USPS,37.45,1.0
SHIP-001325,ORD-001370,FedEx,112.09,1.0
SHIP-001326,ORD-001371,DHL,34.57,1.0
SHIP-001327,ORD-001372,UPS,129.96,1.0
SHIP-001328,ORD-001373,Amazon Logistics,25.51,1.0
SHIP-001329,ORD-001374,USPS,31.29,1.0
SHIP-001330,ORD-001375,FedEx,92.14,1.0
SHIP-001331,ORD-001376,Amazon Logistics,62.75,1.0
SHIP-001332,ORD-001378,DHL,65.23,1.0
SHIP-001333,ORD-001379,FedEx,114.87,1.0
SHIP-001334,ORD-001380,FedEx,55.8,1.0
SHIP-001335,ORD-001381,DHL,49.82,1.0
SHIP-001336,ORD-001382,Amazon Logistics,45.38,1.0
SHIP-001337,ORD-001383,DHL,113.36,1.0
SHIP-001338,ORD-001384,UPS,77.88,1.0
SHIP-001339,ORD-001385,DHL,27.41,1.0
SHIP-001340,ORD-001386,DHL,81.66,1.0
SHIP-001341,ORD-001387,Amazon Logistics,38.73,1.0
SHIP-001342,ORD-001388,FedEx,123.04,1.0
SHIP-001343,ORD-001389,FedEx,64.14,1.0
SHIP-001344,ORD-001390,UPS,121.41,1.0
SHIP-001345,ORD-001391,DHL,223.36,1.0
SHIP-001346,ORD-001392,DHL,37.7,1.0
SHIP-001347,ORD-001393,USPS,40.48,1.0
SHIP-001348,ORD-001394,USPS,45.34,1.0
SHIP-001349,ORD-001395,DHL,39.62,1.0
SHIP-001350,ORD-001396,DHL,39.16,1.0
SHIP-001351,ORD-001398,FedEx,52.82,1.0
SHIP-001352,ORD-001399,Amazon Logistics,28.0,1.0
SHIP-001353,ORD-001400,DHL,60.05,1.0
SHIP-001354,ORD-001401,UPS,163.84,1.0
SHIP-001355,ORD-001402,USPS,111.53,1.0
SHIP-001356,ORD-001403,USPS,24.23,1.0
SHIP-001357,ORD-001404,FedEx,48.32,1.0
SHIP-001358,ORD-001405,DHL,234.15,1.0
SHIP-001359,ORD-001406,DHL,16.73,1.0
SHIP-001360,ORD-001407,Amazon Logistics,54.37,1.0
SHIP-001361,ORD-001408,Amazon Logistics,18.62,1.0
SHIP-001362,ORD-001409,USPS,5.95,1.0
SHIP-001363,ORD-001410,Amazon Logistics,20.02,1.0
SHIP-001364,ORD-001411,UPS,38.5,1.0
SHIP-001365,ORD-001412,DHL,80.21,1.0
SHIP-001366,ORD-001413,DHL,102.89,1.0
SHIP-001367,ORD-001414,FedEx,151.22,1.0
SHIP-001368,ORD-001415,FedEx,46.71,1.0
SHIP-001369,ORD-001416,FedEx,167.88,1.0
SHIP-001370,ORD-001417,DHL,21.8,1.0
SHIP-001371,ORD-001418,UPS,107.38,1.0
SHIP-001372,ORD-001419,DHL,67.51,1.0
SHIP-001373,ORD-001420,DHL,84.56,1.0
SHIP-001374,ORD-001421,DHL,30.33,1.0
SHIP-001375,ORD-001422,USPS,51.05,1.0
SHIP-001376,ORD-001423,UPS,97.44,1.0
SHIP-001377,ORD-001424,Amazon Logistics,21.2,1.0
SHIP-001378,ORD-001425,USPS,81.02,1.0
SHIP-001379,ORD-001426,USPS,40.19,1.0
SHIP-001380,ORD-001427,Amazon Logistics,42.63,1.0
SHIP-001381,ORD-001428,UPS,154.62,1.0
SHIP-001382,ORD-001429,USPS,28.22,1.0
SHIP-001383,ORD-001430,DHL,134.76,1.0
SHIP-001384,ORD-001431,USPS,6.01,1.0
SHIP-001385,ORD-001432,FedEx,81.62,1.0
SHIP-001386,ORD-001433,UPS,78.09,1.0
